t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
23060324,1,48.8106184,7.8520170,43.48,183.44,60.81,0.00,6.00,2700,1,0
23060326,2,48.8106184,7.8520076,43.45,183.40,61.23,0.00,6.00,2700,1,0
23060363,3,48.8106320,7.8520068,43.42,183.37,61.18,0.00,6.00,2700,1,0
23060364,4,48.8106320,7.8520068,43.41,183.36,63.03,0.00,6.00,2700,1,0
23060367,5,48.8106184,7.8519974,43.41,183.36,61.16,0.00,6.00,2700,1,0
23060404,6,48.8106184,7.8519863,43.42,183.37,62.70,0.00,6.00,2700,1,0
23060405,7,48.8106184,7.8519863,43.43,183.39,62.37,0.00,6.00,2700,1,0
23060406,8,48.8106184,7.8519863,43.45,183.40,62.96,0.00,6.00,2700,1,0
23060445,9,48.8106047,7.8519760,43.49,183.44,63.18,0.00,6.00,2700,1,0
23060446,10,48.8106047,7.8519760,43.51,183.46,62.55,0.00,6.00,2700,1,0
23060484,11,48.8106047,7.8519658,43.53,183.49,63.44,0.00,6.00,2700,1,0
23060485,12,48.8106047,7.8519658,43.55,183.51,63.00,0.00,6.00,2700,1,0
23060524,13,48.8106047,7.8519555,43.61,183.56,63.42,0.00,6.00,2700,1,0
23060525,14,48.8105911,7.8519555,43.63,183.58,60.79,0.00,6.00,2700,1,0
23060526,15,48.8105911,7.8519555,43.66,183.61,62.44,0.00,6.00,2700,1,0
23060564,16,48.8105911,7.8519453,43.68,183.64,63.07,0.00,6.00,2700,1,0
23060566,17,48.8105911,7.8519453,43.74,183.69,62.06,0.00,6.00,2700,1,0
23060567,18,48.8105911,7.8519402,43.77,183.72,62.58,0.00,6.00,2700,1,0
23060605,19,48.8105774,7.8519402,43.80,183.75,61.83,0.00,6.00,2700,1,0
23060606,20,48.8105774,7.8519402,43.82,183.78,61.72,0.00,6.00,2700,1,0
23060645,21,48.8105774,7.8519299,43.89,183.84,63.48,0.00,6.00,2700,1,0
23060646,22,48.8105774,7.8519299,43.92,183.87,61.59,0.00,6.00,2700,1,0
23060647,23,48.8105774,7.8519197,43.95,183.90,63.50,0.00,6.00,2700,1,0
23060685,24,48.8105774,7.8519197,43.98,183.93,61.48,0.00,6.00,2700,1,0
23060687,25,48.8105637,7.8519086,44.04,183.99,62.66,0.00,6.00,2700,1,0
23060725,26,48.8105637,7.8519086,44.06,184.01,60.99,0.00,6.00,2700,1,0
23060726,27,48.8105637,7.8519086,44.09,184.04,60.53,0.00,6.00,2700,1,0
23060727,28,48.8105637,7.8519086,44.12,184.07,62.90,0.00,6.00,2700,1,0
23060766,29,48.8105637,7.8518983,44.16,184.12,60.95,0.00,6.00,2700,1,0
23060767,30,48.8105501,7.8518992,44.18,184.14,61.74,0.00,6.00,2700,1,0
23060768,31,48.8105501,7.8518881,44.20,184.15,61.06,0.00,6.00,2700,1,0
23060806,32,48.8105501,7.8518881,44.20,184.15,61.06,0.00,6.00,2700,1,0
23060808,33,48.8105501,7.8518881,44.16,184.11,60.94,0.00,6.00,2700,1,0
23060846,34,48.8105501,7.8518778,44.11,184.06,62.94,0.00,6.00,2700,1,0
23060847,35,48.8105501,7.8518778,44.03,183.98,62.34,0.00,6.00,2700,1,0
23060848,36,48.8105501,7.8518778,43.93,183.88,61.58,0.00,6.00,2700,1,0
23060887,37,48.8105364,7.8518676,43.65,183.60,62.62,0.00,6.00,2700,1,0
23060888,38,48.8105364,7.8518676,43.48,183.43,62.30,0.00,6.00,2700,1,0
23060926,39,48.8105364,7.8518676,43.27,183.23,63.17,0.00,6.00,2700,1,0
23060927,40,48.8105364,7.8518676,43.05,183.01,62.76,0.00,6.00,2700,1,0
23060929,41,48.8105364,7.8518574,42.56,182.52,62.77,0.00,6.00,2700,1,0
23060967,42,48.8105364,7.8518574,42.30,182.25,62.51,0.00,6.00,2700,1,0
23060968,43,48.8105364,7.8518471,42.02,181.97,62.37,0.00,6.00,2700,1,0
23060969,44,48.8105364,7.8518471,41.74,181.69,63.00,0.00,6.00,2700,1,0
23061008,45,48.8105228,7.8518471,41.16,181.11,60.89,0.00,6.00,2700,1,0
23061009,46,48.8105228,7.8518369,40.87,180.82,62.25,0.00,6.00,2700,1,0
23061046,47,48.8105228,7.8518369,40.58,180.53,61.50,0.00,6.00,2700,1,0
23061048,48,48.8105228,7.8518369,40.29,180.24,63.37,0.00,6.00,2700,1,0
23061086,49,48.8105228,7.8518266,39.71,179.66,64.05,0.00,6.00,2700,1,0
23061086,50,48.8105091,7.8518266,39.43,179.38,61.45,0.00,6.00,2700,1,0
23061086,51,48.8105091,7.8518266,39.15,179.10,61.34,0.00,6.00,2700,1,0
23061126,52,48.8105091,7.8518164,38.89,178.85,62.61,0.00,6.00,2700,1,0
23061127,53,48.8105091,7.8518053,38.44,178.39,62.57,0.00,6.00,2700,1,0
23061127,54,48.8104954,7.8518061,38.25,178.20,62.91,0.00,6.00,2700,1,0
23061166,55,48.8104954,7.8518061,38.07,178.03,64.20,0.00,6.00,2700,1,0
23061167,56,48.8104954,7.8517959,37.93,177.88,62.87,0.00,6.00,2700,1,0
23061206,57,48.8104954,7.8517959,37.71,177.66,61.92,0.00,6.00,2700,1,0
23061206,58,48.8104818,7.8517856,37.62,177.58,61.77,0.00,6.00,2700,1,0
23061207,59,48.8104818,7.8517856,37.56,177.51,62.16,0.00,6.00,2700,1,0
23061246,60,48.8104818,7.8517745,37.51,177.46,61.79,0.00,6.00,2700,1,0
23061247,61,48.8104818,7.8517745,37.45,177.40,62.29,0.00,6.00,2700,1,0
23061286,62,48.8104681,7.8517651,37.43,177.38,63.60,0.00,6.00,2700,1,0
23061286,63,48.8104681,7.8517651,37.41,177.37,61.05,0.00,6.00,2700,1,0
