t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
21580179,1,48.8105364,7.8521348,34.25,174.20,59.83,0.00,6.00,2700,1,0
21580180,2,48.8105364,7.8521348,34.23,174.18,60.21,0.00,6.00,2700,1,0
21580181,3,48.8105364,7.8521348,34.20,174.16,60.15,0.00,6.00,2700,1,0
21580220,4,48.8105637,7.8521340,34.17,174.12,61.80,0.00,6.00,2700,1,0
21580221,5,48.8105637,7.8521237,34.16,174.11,59.99,0.00,6.00,2700,1,0
21580259,6,48.8105637,7.8521237,34.15,174.10,61.50,0.00,6.00,2700,1,0
21580260,7,48.8105637,7.8521237,34.14,174.10,61.18,0.00,6.00,2700,1,0
21580299,8,48.8105637,7.8521237,34.14,174.09,61.77,0.00,6.00,2700,1,0
21580300,9,48.8105637,7.8521135,34.14,174.09,62.06,0.00,6.00,2700,1,0
21580302,10,48.8105911,7.8521126,34.14,174.09,61.21,0.00,6.00,2700,1,0
21580303,11,48.8105911,7.8521126,34.14,174.09,62.07,0.00,6.00,2700,1,0
21580341,12,48.8105911,7.8521024,34.14,174.09,61.71,0.00,6.00,2700,1,0
21580342,13,48.8105911,7.8521024,34.14,174.09,62.12,0.00,6.00,2700,1,0
21580380,14,48.8105911,7.8521024,34.14,174.09,59.52,0.00,6.00,2700,1,0
21580381,15,48.8105911,7.8520913,34.13,174.08,61.25,0.00,6.00,2700,1,0
21580420,16,48.8105911,7.8520913,34.11,174.06,61.87,0.00,6.00,2700,1,0
21580421,17,48.8106184,7.8520913,34.10,174.05,60.62,0.00,6.00,2700,1,0
21580422,18,48.8106184,7.8520810,34.08,174.03,61.21,0.00,6.00,2700,1,0
21580459,19,48.8106184,7.8520810,34.06,174.01,60.50,0.00,6.00,2700,1,0
21580460,20,48.8106184,7.8520810,34.01,173.96,60.40,0.00,6.00,2700,1,0
21580499,21,48.8106184,7.8520699,33.97,173.93,62.23,0.00,6.00,2700,1,0
21580499,22,48.8106184,7.8520699,33.94,173.89,60.34,0.00,6.00,2700,1,0
21580500,23,48.8106184,7.8520699,33.90,173.85,62.26,0.00,6.00,2700,1,0
21580540,24,48.8106184,7.8520597,33.81,173.76,60.32,0.00,6.00,2700,1,0
21580540,25,48.8106320,7.8520588,33.76,173.71,61.41,0.00,6.00,2700,1,0
21580540,26,48.8106320,7.8520588,33.70,173.65,59.75,0.00,6.00,2700,1,0
21580579,27,48.8106320,7.8520495,33.64,173.59,59.36,0.00,6.00,2700,1,0
21580580,28,48.8106320,7.8520495,33.51,173.46,61.75,0.00,6.00,2700,1,0
21580620,29,48.8106594,7.8520486,33.44,173.39,59.52,0.00,6.00,2700,1,0
21580620,30,48.8106594,7.8520384,33.37,173.32,60.43,0.00,6.00,2700,1,0
21580620,31,48.8106594,7.8520384,33.29,173.24,59.75,0.00,6.00,2700,1,0
21580660,32,48.8106594,7.8520273,33.13,173.08,59.83,0.00,6.00,2700,1,0
21580660,33,48.8106594,7.8520273,33.04,173.00,59.72,0.00,6.00,2700,1,0
21580660,34,48.8106594,7.8520273,32.96,172.91,61.71,0.00,6.00,2700,1,0
21580700,35,48.8106594,7.8520273,32.87,172.82,61.11,0.00,6.00,2700,1,0
21580701,36,48.8106594,7.8520162,32.69,172.64,60.40,0.00,6.00,2700,1,0
21580740,37,48.8106730,7.8520162,32.59,172.55,61.31,0.00,6.00,2700,1,0
21580740,38,48.8106730,7.8520059,32.50,172.45,61.02,0.00,6.00,2700,1,0
21580741,39,48.8106730,7.8520059,32.41,172.36,61.86,0.00,6.00,2700,1,0
21580780,40,48.8106730,7.8519957,32.22,172.17,61.48,0.00,6.00,2700,1,0
21580781,41,48.8107003,7.8519957,32.12,172.07,61.07,0.00,6.00,2700,1,0
21580820,42,48.8107003,7.8519957,32.03,171.98,60.77,0.00,6.00,2700,1,0
21580820,43,48.8107003,7.8519957,31.93,171.88,60.59,0.00,6.00,2700,1,0
