t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
24330658,1,48.8106184,7.8520076,43.47,183.42,58.88,0.00,6.00,2700,1,0
24330659,2,48.8106184,7.8520076,43.43,183.38,59.25,0.00,6.00,2700,1,0
24330660,3,48.8106320,7.8520068,43.40,183.35,59.09,0.00,6.00,2700,1,0
24330699,4,48.8106320,7.8519965,43.39,183.34,60.98,0.00,6.00,2700,1,0
24330700,5,48.8106184,7.8519974,43.39,183.34,59.20,0.00,6.00,2700,1,0
24330738,6,48.8106184,7.8519863,43.41,183.36,60.75,0.00,6.00,2700,1,0
24330739,7,48.8106184,7.8519863,43.42,183.37,60.43,0.00,6.00,2700,1,0
24330778,8,48.8106184,7.8519760,43.46,183.41,61.06,0.00,6.00,2700,1,0
24330779,9,48.8106047,7.8519760,43.48,183.44,61.39,0.00,6.00,2700,1,0
24330780,10,48.8106047,7.8519658,43.50,183.46,60.80,0.00,6.00,2700,1,0
24330781,11,48.8106047,7.8519658,43.53,183.48,61.66,0.00,6.00,2700,1,0
24330820,12,48.8106047,7.8519555,43.58,183.53,61.27,0.00,6.00,2700,1,0
24330821,13,48.8106047,7.8519555,43.61,183.56,61.66,0.00,6.00,2700,1,0
24330859,14,48.8105911,7.8519555,43.63,183.58,59.17,0.00,6.00,2700,1,0
24330860,15,48.8105911,7.8519453,43.66,183.61,60.87,0.00,6.00,2700,1,0
24330899,16,48.8105911,7.8519453,43.71,183.67,61.48,0.00,6.00,2700,1,0
24330900,17,48.8105911,7.8519402,43.74,183.69,60.49,0.00,6.00,2700,1,0
24330901,18,48.8105911,7.8519402,43.77,183.72,61.01,0.00,6.00,2700,1,0
24330939,19,48.8105774,7.8519402,43.80,183.75,60.41,0.00,6.00,2700,1,0
24330941,20,48.8105774,7.8519299,43.86,183.81,60.34,0.00,6.00,2700,1,0
24330942,21,48.8105774,7.8519299,43.89,183.84,62.08,0.00,6.00,2700,1,0
24330980,22,48.8105774,7.8519197,43.92,183.87,60.23,0.00,6.00,2700,1,0
24330981,23,48.8105774,7.8519197,43.95,183.91,62.14,0.00,6.00,2700,1,0
24331020,24,48.8105637,7.8519197,44.01,183.96,60.22,0.00,6.00,2700,1,0
24331021,25,48.8105637,7.8519086,44.04,183.99,61.48,0.00,6.00,2700,1,0
24331022,26,48.8105637,7.8519086,44.07,184.02,59.81,0.00,6.00,2700,1,0
24331060,27,48.8105637,7.8519086,44.09,184.04,59.35,0.00,6.00,2700,1,0
24331062,28,48.8105637,7.8518983,44.14,184.09,61.75,0.00,6.00,2700,1,0
24331099,29,48.8105637,7.8518983,44.16,184.12,59.81,0.00,6.00,2700,1,0
24331101,30,48.8105501,7.8518992,44.18,184.13,60.75,0.00,6.00,2700,1,0
24331102,31,48.8105501,7.8518881,44.20,184.15,60.10,0.00,6.00,2700,1,0
24331141,32,48.8105501,7.8518881,44.18,184.13,60.10,0.00,6.00,2700,1,0
24331142,33,48.8105501,7.8518778,44.15,184.10,60.02,0.00,6.00,2700,1,0
24331143,34,48.8105501,7.8518778,44.10,184.05,62.01,0.00,6.00,2700,1,0
24331180,35,48.8105501,7.8518778,44.02,183.97,61.41,0.00,6.00,2700,1,0
24331183,36,48.8105501,7.8518676,43.79,183.74,60.69,0.00,6.00,2700,1,0
24331220,37,48.8105364,7.8518676,43.63,183.59,61.88,0.00,6.00,2700,1,0
24331221,38,48.8105364,7.8518676,43.45,183.41,61.55,0.00,6.00,2700,1,0
24331222,39,48.8105364,7.8518676,43.25,183.21,62.42,0.00,6.00,2700,1,0
24331261,40,48.8105364,7.8518574,42.79,182.75,62.07,0.00,6.00,2700,1,0
24331262,41,48.8105364,7.8518574,42.54,182.49,62.02,0.00,6.00,2700,1,0
24331301,42,48.8105364,7.8518574,42.27,182.23,61.76,0.00,6.00,2700,1,0
24331302,43,48.8105364,7.8518471,42.00,181.95,61.65,0.00,6.00,2700,1,0
24331340,44,48.8105228,7.8518471,41.43,181.38,62.42,0.00,6.00,2700,1,0
24331342,45,48.8105228,7.8518369,41.14,181.09,60.37,0.00,6.00,2700,1,0
24331343,46,48.8105228,7.8518369,40.85,180.80,61.73,0.00,6.00,2700,1,0
24331344,47,48.8105228,7.8518369,40.55,180.51,60.96,0.00,6.00,2700,1,0
24331382,48,48.8105228,7.8518266,39.97,179.93,62.91,0.00,6.00,2700,1,0
24331384,49,48.8105091,7.8518266,39.69,179.64,63.64,0.00,6.00,2700,1,0
24331420,50,48.8105091,7.8518266,39.41,179.36,61.13,0.00,6.00,2700,1,0
24331421,51,48.8105091,7.8518164,39.13,179.09,61.06,0.00,6.00,2700,1,0
24331460,52,48.8105091,7.8518164,38.64,178.59,62.38,0.00,6.00,2700,1,0
24331461,53,48.8105091,7.8518053,38.43,178.38,62.34,0.00,6.00,2700,1,0
24331461,54,48.8104954,7.8518061,38.23,178.19,62.89,0.00,6.00,2700,1,0
24331500,55,48.8104954,7.8518061,38.07,178.02,64.18,0.00,6.00,2700,1,0
24331501,56,48.8104954,7.8517959,37.80,177.75,62.92,0.00,6.00,2700,1,0
24331540,57,48.8104954,7.8517848,37.70,177.66,61.98,0.00,6.00,2700,1,0
24331541,58,48.8104818,7.8517856,37.62,177.58,62.08,0.00,6.00,2700,1,0
24331541,59,48.8104818,7.8517856,37.56,177.51,62.47,0.00,6.00,2700,1,0
24331581,60,48.8104818,7.8517745,37.48,177.43,62.15,0.00,6.00,2700,1,0
24331581,61,48.8104818,7.8517745,37.45,177.41,62.65,0.00,6.00,2700,1,0
24331582,62,48.8104681,7.8517651,37.43,177.39,64.23,0.00,6.00,2700,1,0
24331621,63,48.8104681,7.8517651,37.43,177.38,61.68,0.00,6.00,2700,1,0
24331622,64,48.8104681,7.8517549,37.42,177.38,64.44,0.00,6.00,2700,1,0
24331661,65,48.8104681,7.8517549,37.43,177.38,64.02,0.00,6.00,2700,1,0
24331661,66,48.8104545,7.8517447,37.44,177.39,64.32,0.00,6.00,2700,1,0
24331662,67,48.8104545,7.8517447,37.45,177.41,64.62,0.00,6.00,2700,1,0
24331701,68,48.8104545,7.8517336,37.48,177.44,63.84,0.00,6.00,2700,1,0
24331702,69,48.8104545,7.8517336,37.51,177.46,62.45,0.00,6.00,2700,1,0
24331702,70,48.8104408,7.8517242,37.53,177.48,63.53,0.00,6.00,2700,1,0
24331742,71,48.8104408,7.8517242,37.55,177.50,63.52,0.00,6.00,2700,1,0
24331742,72,48.8104408,7.8517131,37.60,177.56,64.77,0.00,6.00,2700,1,0
24331782,73,48.8104408,7.8517131,37.63,177.58,64.11,0.00,6.00,2700,1,0
24331782,74,48.8104408,7.8517131,37.66,177.61,63.64,0.00,6.00,2700,1,0
24331782,75,48.8104271,7.8517028,37.70,177.65,63.60,0.00,6.00,2700,1,0
24331822,76,48.8104271,7.8517028,37.76,177.71,62.69,0.00,6.00,2700,1,0
24331822,77,48.8104271,7.8516926,37.79,177.75,62.91,0.00,6.00,2700,1,0
24331862,78,48.8104271,7.8516926,37.83,177.78,62.06,0.00,6.00,2700,1,0
24331862,79,48.8104271,7.8516926,37.86,177.82,62.72,0.00,6.00,2700,1,0
24331902,80,48.8104135,7.8516823,37.93,177.88,63.45,0.00,6.00,2700,1,0
24331902,81,48.8104135,7.8516823,37.97,177.92,63.31,0.00,6.00,2700,1,0
24331902,82,48.8104135,7.8516721,38.00,177.95,62.86,0.00,6.00,2700,1,0
24331903,83,48.8104135,7.8516721,38.04,177.99,63.79,0.00,6.00,2700,1,0
24331943,84,48.8104135,7.8516721,38.09,178.05,64.16,0.00,6.00,2700,1,0
24331943,85,48.8103998,7.8516618,38.12,178.08,61.84,0.00,6.00,2700,1,0
24331982,86,48.8103998,7.8516618,38.15,178.10,62.55,0.00,6.00,2700,1,0
24331983,87,48.8103998,7.8516618,38.18,178.13,62.32,0.00,6.00,2700,1,0
24332022,88,48.8103998,7.8516516,38.22,178.18,64.73,0.00,6.00,2700,1,0
24332023,89,48.8103998,7.8516516,38.24,178.19,62.41,0.00,6.00,2700,1,0
24332023,90,48.8103998,7.8516516,38.25,178.21,62.52,0.00,6.00,2700,1,0
24332062,91,48.8103998,7.8516405,38.25,178.21,62.75,0.00,6.00,2700,1,0
24332063,92,48.8103998,7.8516413,38.21,178.16,63.17,0.00,6.00,2700,1,0
24332102,93,48.8103998,7.8516303,38.16,178.11,62.97,0.00,6.00,2700,1,0
24332103,94,48.8103998,7.8516303,38.08,178.03,62.10,0.00,6.00,2700,1,0
24332103,95,48.8103998,7.8516303,37.98,177.93,63.97,0.00,6.00,2700,1,0
24332143,96,48.8103998,7.8516200,37.70,177.65,64.60,0.00,6.00,2700,1,0
24332143,97,48.8103998,7.8516200,37.52,177.47,62.52,0.00,6.00,2700,1,0
24332143,98,48.8103998,7.8516200,37.32,177.28,63.38,0.00,6.00,2700,1,0
24332183,99,48.8103725,7.8516209,37.10,177.05,63.22,0.00,6.00,2700,1,0
24332183,100,48.8103725,7.8516098,36.61,176.56,64.51,0.00,6.00,2700,1,0
24332223,101,48.8103725,7.8516098,36.34,176.29,63.83,0.00,6.00,2700,1,0
24332223,102,48.8103725,7.8515995,36.06,176.01,63.48,0.00,6.00,2700,1,0
24332223,103,48.8103725,7.8515995,35.78,175.73,63.17,0.00,6.00,2700,1,0
24332263,104,48.8103725,7.8515995,35.20,175.15,64.56,0.00,6.00,2700,1,0
24332264,105,48.8103725,7.8515893,34.90,174.85,64.07,0.00,6.00,2700,1,0
24332303,106,48.8103725,7.8515893,34.60,174.55,62.70,0.00,6.00,2700,1,0
24332314,107,48.8103725,7.8515893,34.30,174.26,64.48,0.00,6.00,2700,1,0
24332314,108,48.8103725,7.8515790,33.72,173.67,64.72,0.00,6.00,2700,1,0
24332343,109,48.8103725,7.8515790,33.43,173.39,64.53,0.00,6.00,2700,1,0
24332344,110,48.8103725,7.8515688,33.16,173.11,62.95,0.00,6.00,2700,1,0
24332344,111,48.8103588,7.8515688,32.90,172.85,64.38,0.00,6.00,2700,1,0
24332384,112,48.8103588,7.8515585,32.45,172.40,64.58,0.00,6.00,2700,1,0
24332384,113,48.8103588,7.8515585,32.26,172.21,63.50,0.00,6.00,2700,1,0
24332423,114,48.8103588,7.8515585,32.10,172.05,63.33,0.00,6.00,2700,1,0
24332424,115,48.8103315,7.8515534,31.96,171.91,65.36,0.00,6.00,2700,1,0
24332463,116,48.8103315,7.8515534,31.76,171.71,63.85,0.00,6.00,2700,1,0
24332464,117,48.8103315,7.8515432,31.69,171.64,64.09,0.00,6.00,2700,1,0
