t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
18196979,1,48.8105364,7.8521451,11.27,151.23,62.01,0.00,6.00,2700,1,0
18197018,2,48.8105364,7.8521451,11.22,151.18,62.38,0.00,6.00,2700,1,0
18197021,3,48.8105637,7.8521340,11.19,151.14,62.14,0.00,6.00,2700,1,0
18197058,4,48.8105637,7.8521340,11.17,151.12,63.99,0.00,6.00,2700,1,0
18197061,5,48.8105637,7.8521340,11.16,151.11,62.10,0.00,6.00,2700,1,0
18197099,6,48.8105637,7.8521237,11.15,151.10,63.73,0.00,6.00,2700,1,0
18197101,7,48.8105911,7.8521237,11.14,151.10,63.04,0.00,6.00,2700,1,0
18197139,8,48.8105911,7.8521126,11.14,151.10,63.76,0.00,6.00,2700,1,0
18197142,9,48.8105911,7.8521126,11.14,151.10,63.97,0.00,6.00,2700,1,0
18197180,10,48.8105911,7.8521024,11.14,151.09,63.47,0.00,6.00,2700,1,0
18197181,11,48.8105911,7.8521024,11.13,151.09,64.33,0.00,6.00,2700,1,0
18197219,12,48.8105911,7.8521024,11.12,151.08,63.90,0.00,6.00,2700,1,0
18197221,13,48.8106184,7.8520913,11.10,151.05,64.01,0.00,6.00,2700,1,0
18197259,14,48.8106184,7.8520913,11.08,151.04,61.41,0.00,6.00,2700,1,0
18197260,15,48.8106184,7.8520913,11.06,151.02,63.07,0.00,6.00,2700,1,0
18197261,16,48.8106184,7.8520913,11.04,150.99,63.69,0.00,6.00,2700,1,0
18197300,17,48.8106184,7.8520802,10.98,150.93,62.81,0.00,6.00,2700,1,0
18197301,18,48.8106184,7.8520802,10.94,150.90,63.33,0.00,6.00,2700,1,0
18197302,19,48.8106184,7.8520699,10.90,150.85,62.73,0.00,6.00,2700,1,0
18197340,20,48.8106184,7.8520699,10.86,150.81,62.64,0.00,6.00,2700,1,0
18197342,21,48.8106320,7.8520699,10.76,150.71,64.17,0.00,6.00,2700,1,0
18197380,22,48.8106320,7.8520588,10.70,150.66,62.40,0.00,6.00,2700,1,0
18197381,23,48.8106320,7.8520588,10.64,150.60,64.31,0.00,6.00,2700,1,0
18197382,24,48.8106320,7.8520588,10.58,150.53,62.29,0.00,6.00,2700,1,0
18197421,25,48.8106594,7.8520486,10.44,150.39,63.15,0.00,6.00,2700,1,0
18197422,26,48.8106594,7.8520486,10.36,150.32,61.49,0.00,6.00,2700,1,0
18197460,27,48.8106594,7.8520486,10.29,150.24,61.04,0.00,6.00,2700,1,0
18197461,28,48.8106594,7.8520384,10.21,150.16,63.51,0.00,6.00,2700,1,0
18197463,29,48.8106594,7.8520375,10.04,149.99,61.58,0.00,6.00,2700,1,0
18197501,30,48.8106594,7.8520375,9.95,149.90,62.43,0.00,6.00,2700,1,0
18197502,31,48.8106594,7.8520273,9.86,149.81,61.84,0.00,6.00,2700,1,0
18197503,32,48.8106594,7.8520273,9.77,149.72,61.85,0.00,6.00,2700,1,0
18197542,33,48.8106730,7.8520162,9.58,149.53,61.58,0.00,6.00,2700,1,0
18197543,34,48.8106730,7.8520162,9.49,149.44,63.57,0.00,6.00,2700,1,0
18197580,35,48.8106730,7.8520162,9.39,149.34,62.96,0.00,6.00,2700,1,0
18197581,36,48.8106730,7.8520059,9.30,149.25,62.27,0.00,6.00,2700,1,0
18197620,37,48.8107003,7.8520059,9.11,149.06,62.82,0.00,6.00,2700,1,0
18197622,38,48.8107003,7.8520059,9.01,148.97,62.47,0.00,6.00,2700,1,0
18197623,39,48.8107003,7.8519957,8.92,148.87,63.38,0.00,6.00,2700,1,0
18197660,40,48.8107003,7.8519957,8.82,148.78,62.93,0.00,6.00,2700,1,0
18197662,41,48.8107140,7.8519846,8.64,148.59,62.68,0.00,6.00,2700,1,0
18197663,42,48.8107140,7.8519846,8.54,148.50,62.37,0.00,6.00,2700,1,0
18197701,43,48.8107140,7.8519846,8.45,148.41,62.18,0.00,6.00,2700,1,0
18197702,44,48.8107277,7.8519735,8.36,148.31,62.58,0.00,6.00,2700,1,0
18197741,45,48.8107277,7.8519735,8.18,148.13,60.44,0.00,6.00,2700,1,0
18197742,46,48.8107277,7.8519632,8.09,148.04,61.82,0.00,6.00,2700,1,0
18197742,47,48.8107277,7.8519632,8.00,147.96,61.01,0.00,6.00,2700,1,0
18203722,48,48.8106594,7.8519649,15.73,155.69,63.67,0.00,6.00,2700,1,0
