t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
1413000,1,48.8093070,7.8572148,60.99,200.94,41.06,0.00,6.00,2700,1,0
1413001,2,48.8093070,7.8572353,61.19,201.15,41.40,0.00,6.00,2700,1,0
1413043,3,48.8093070,7.8572566,61.50,201.45,41.31,0.00,6.00,2700,1,0
1413081,4,48.8092933,7.8572669,61.70,201.65,43.14,0.00,6.00,2700,1,0
1413121,5,48.8092933,7.8572985,61.96,201.91,41.20,0.00,6.00,2700,1,0
1413160,6,48.8092797,7.8573096,62.07,202.03,42.68,0.00,6.00,2700,1,0
1413162,7,48.8092797,7.8573300,62.15,202.10,42.33,0.00,6.00,2700,1,0
1413202,8,48.8092797,7.8573514,62.13,202.08,42.89,0.00,6.00,2700,1,0
1413242,9,48.8092660,7.8573727,62.01,201.96,43.07,0.00,6.00,2700,1,0
1413281,10,48.8092523,7.8573830,61.87,201.82,42.42,0.00,6.00,2700,1,0
1413320,11,48.8092523,7.8574043,61.61,201.56,43.26,0.00,6.00,2700,1,0
1413321,12,48.8092387,7.8574154,61.41,201.36,42.80,0.00,6.00,2700,1,0
1413361,13,48.8092250,7.8574359,61.13,201.08,43.17,0.00,6.00,2700,1,0
1413401,14,48.8092250,7.8574470,60.97,200.93,40.55,0.00,6.00,2700,1,0
1413441,15,48.8092114,7.8574581,60.80,200.75,42.19,0.00,6.00,2700,1,0
1413442,16,48.8091977,7.8574684,60.73,200.68,42.78,0.00,6.00,2700,1,0
1413482,17,48.8091840,7.8574786,60.68,200.63,41.76,0.00,6.00,2700,1,0
1413521,18,48.8091704,7.8574795,60.66,200.62,42.27,0.00,6.00,2700,1,0
1413561,19,48.8091431,7.8574795,60.66,200.61,41.54,0.00,6.00,2700,1,0
1413562,20,48.8091431,7.8574803,60.65,200.60,41.43,0.00,6.00,2700,1,0
1413602,21,48.8091294,7.8574803,60.63,200.58,43.17,0.00,6.00,2700,1,0
1413642,22,48.8091021,7.8574803,60.60,200.55,41.27,0.00,6.00,2700,1,0
1413682,23,48.8091021,7.8574803,60.54,200.49,43.18,0.00,6.00,2700,1,0
