t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
11939933,1,48.8102086,7.8522364,30.45,170.41,59.37,0.00,6.00,2700,1,0
11939934,2,48.8102086,7.8522262,30.40,170.35,59.83,0.00,6.00,2700,1,0
11939973,3,48.8102222,7.8522151,30.29,170.25,59.97,0.00,6.00,2700,1,0
11940013,4,48.8102222,7.8522151,30.19,170.14,61.83,0.00,6.00,2700,1,0
11940013,5,48.8102222,7.8522048,30.13,170.09,60.04,0.00,6.00,2700,1,0
11940053,6,48.8102359,7.8521937,30.02,169.98,61.74,0.00,6.00,2700,1,0
11940055,7,48.8102359,7.8521937,29.91,169.87,61.43,0.00,6.00,2700,1,0
11940093,8,48.8102496,7.8521835,29.86,169.81,62.20,0.00,6.00,2700,1,0
11940095,9,48.8102496,7.8521724,29.75,169.70,62.54,0.00,6.00,2700,1,0
11940134,10,48.8102632,7.8521724,29.64,169.59,62.00,0.00,6.00,2700,1,0
11940135,11,48.8102632,7.8521622,29.59,169.54,62.97,0.00,6.00,2700,1,0
11940174,12,48.8102769,7.8521613,29.47,169.43,62.63,0.00,6.00,2700,1,0
11940176,13,48.8102769,7.8521511,29.36,169.31,63.15,0.00,6.00,2700,1,0
11940214,14,48.8102769,7.8521408,29.30,169.25,60.66,0.00,6.00,2700,1,0
11940216,15,48.8102905,7.8521408,29.19,169.14,62.40,0.00,6.00,2700,1,0
11940255,16,48.8102905,7.8521306,29.07,169.03,63.13,0.00,6.00,2700,1,0
11940256,17,48.8103042,7.8521297,29.02,168.97,62.21,0.00,6.00,2700,1,0
11940295,18,48.8103042,7.8521195,28.90,168.85,62.85,0.00,6.00,2700,1,0
11940297,19,48.8103179,7.8521084,28.79,168.74,62.32,0.00,6.00,2700,1,0
11940335,20,48.8103179,7.8521084,28.73,168.68,62.23,0.00,6.00,2700,1,0
11940337,21,48.8103315,7.8520981,28.61,168.57,64.15,0.00,6.00,2700,1,0
11940375,22,48.8103315,7.8520981,28.50,168.45,62.28,0.00,6.00,2700,1,0
11940376,23,48.8103315,7.8520870,28.45,168.40,64.32,0.00,6.00,2700,1,0
11940415,24,48.8103452,7.8520870,28.33,168.28,62.35,0.00,6.00,2700,1,0
