t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
8800302,1,48.8102086,7.8522467,30.33,170.28,57.61,0.00,6.00,2700,1,0
8800303,2,48.8102086,7.8522364,30.28,170.23,58.06,0.00,6.00,2700,1,0
8800341,3,48.8102086,7.8522364,30.22,170.18,58.01,0.00,6.00,2700,1,0
8800343,4,48.8102222,7.8522262,30.12,170.07,60.03,0.00,6.00,2700,1,0
8800382,5,48.8102222,7.8522151,30.01,169.96,58.23,0.00,6.00,2700,1,0
8800383,6,48.8102359,7.8522151,29.95,169.91,59.84,0.00,6.00,2700,1,0
8800422,7,48.8102359,7.8522048,29.84,169.80,59.61,0.00,6.00,2700,1,0
8800424,8,48.8102496,7.8521937,29.74,169.69,60.40,0.00,6.00,2700,1,0
8800462,9,48.8102496,7.8521937,29.68,169.63,60.61,0.00,6.00,2700,1,0
8800464,10,48.8102496,7.8521835,29.57,169.52,60.08,0.00,6.00,2700,1,0
8800503,11,48.8102632,7.8521724,29.46,169.41,61.14,0.00,6.00,2700,1,0
8800504,12,48.8102632,7.8521724,29.41,169.36,60.71,0.00,6.00,2700,1,0
8800543,13,48.8102769,7.8521613,29.29,169.25,61.32,0.00,6.00,2700,1,0
8800545,14,48.8102769,7.8521511,29.18,169.13,58.81,0.00,6.00,2700,1,0
8800583,15,48.8102769,7.8521511,29.12,169.08,60.47,0.00,6.00,2700,1,0
8800585,16,48.8102905,7.8521408,29.01,168.96,61.29,0.00,6.00,2700,1,0
8800623,17,48.8103042,7.8521297,28.90,168.85,60.50,0.00,6.00,2700,1,0
8800625,18,48.8103042,7.8521297,28.84,168.79,61.02,0.00,6.00,2700,1,0
8800663,19,48.8103042,7.8521195,28.72,168.68,60.41,0.00,6.00,2700,1,0
8800702,20,48.8103179,7.8521186,28.61,168.56,60.43,0.00,6.00,2700,1,0
8800703,21,48.8103179,7.8521084,28.55,168.50,62.28,0.00,6.00,2700,1,0
8800742,22,48.8103315,7.8521084,28.43,168.39,60.50,0.00,6.00,2700,1,0
8800744,23,48.8103315,7.8520981,28.32,168.27,62.52,0.00,6.00,2700,1,0
8800745,24,48.8103452,7.8520973,28.26,168.21,60.61,0.00,6.00,2700,1,0
8800784,25,48.8103452,7.8520870,28.15,168.10,61.94,0.00,6.00,2700,1,0
8800823,26,48.8103588,7.8520759,28.04,167.99,60.49,0.00,6.00,2700,1,0
8800824,27,48.8103588,7.8520759,27.98,167.93,60.04,0.00,6.00,2700,1,0
8800863,28,48.8103725,7.8520657,27.86,167.82,62.62,0.00,6.00,2700,1,0
8800865,29,48.8103725,7.8520657,27.75,167.71,60.69,0.00,6.00,2700,1,0
8800902,30,48.8103725,7.8520554,27.70,167.65,61.64,0.00,6.00,2700,1,0
8800904,31,48.8103862,7.8520554,27.59,167.54,61.06,0.00,6.00,2700,1,0
8800944,32,48.8103998,7.8520443,27.48,167.43,61.27,0.00,6.00,2700,1,0
8800945,33,48.8103998,7.8520443,27.43,167.38,61.15,0.00,6.00,2700,1,0
8800983,34,48.8103998,7.8520332,27.32,167.27,63.27,0.00,6.00,2700,1,0
8800986,35,48.8104135,7.8520221,27.21,167.16,62.86,0.00,6.00,2700,1,0
8801023,36,48.8104135,7.8520221,27.15,167.10,62.09,0.00,6.00,2700,1,0
8801025,37,48.8104271,7.8520221,27.05,167.00,63.22,0.00,6.00,2700,1,0
8801064,38,48.8104271,7.8520119,26.94,166.89,62.99,0.00,6.00,2700,1,0
8801065,39,48.8104408,7.8520119,26.88,166.84,63.89,0.00,6.00,2700,1,0
8801103,40,48.8104408,7.8520016,26.78,166.73,63.57,0.00,6.00,2700,1,0
8801143,41,48.8104545,7.8520008,26.67,166.62,63.56,0.00,6.00,2700,1,0
8801143,42,48.8104545,7.8519905,26.62,166.57,63.38,0.00,6.00,2700,1,0
8801144,43,48.8104681,7.8519897,26.51,166.46,63.25,0.00,6.00,2700,1,0
8801183,44,48.8104681,7.8519794,26.41,166.36,63.96,0.00,6.00,2700,1,0
8801184,45,48.8104818,7.8519786,26.36,166.31,61.87,0.00,6.00,2700,1,0
8801224,46,48.8104818,7.8519683,26.25,166.20,63.32,0.00,6.00,2700,1,0
8801263,47,48.8104954,7.8519683,26.14,166.10,62.53,0.00,6.00,2700,1,0
8801263,48,48.8104954,7.8519683,26.09,166.04,64.35,0.00,6.00,2700,1,0
8801303,49,48.8105091,7.8519572,25.99,165.94,65.08,0.00,6.00,2700,1,0
8801304,50,48.8105091,7.8519572,25.88,165.84,62.54,0.00,6.00,2700,1,0
8801343,51,48.8105228,7.8519470,25.83,165.78,62.49,0.00,6.00,2700,1,0
8801344,52,48.8105228,7.8519470,25.73,165.68,63.74,0.00,6.00,2700,1,0
