t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
4315516,1,48.8093070,7.8572250,61.09,201.04,41.04,0.00,6.00,2700,1,0
4315555,2,48.8093070,7.8572455,61.29,201.25,41.39,0.00,6.00,2700,1,0
4315595,3,48.8093070,7.8572669,61.60,201.55,41.30,0.00,6.00,2700,1,0
4315596,4,48.8092933,7.8572771,61.79,201.75,43.12,0.00,6.00,2700,1,0
4315636,5,48.8092933,7.8572985,62.04,201.99,41.20,0.00,6.00,2700,1,0
4315676,6,48.8092797,7.8573198,62.15,202.10,42.67,0.00,6.00,2700,1,0
4315716,7,48.8092797,7.8573411,62.21,202.17,42.32,0.00,6.00,2700,1,0
4315717,8,48.8092660,7.8573522,62.19,202.14,42.88,0.00,6.00,2700,1,0
4315757,9,48.8092660,7.8573727,62.06,202.02,43.07,0.00,6.00,2700,1,0
4315796,10,48.8092523,7.8573830,61.93,201.88,42.42,0.00,6.00,2700,1,0
4315836,11,48.8092387,7.8574043,61.67,201.62,43.25,0.00,6.00,2700,1,0
4315876,12,48.8092387,7.8574257,61.48,201.43,42.79,0.00,6.00,2700,1,0
4315877,13,48.8092250,7.8574359,61.20,201.16,43.17,0.00,6.00,2700,1,0
4315917,14,48.8092114,7.8574470,61.05,201.00,40.54,0.00,6.00,2700,1,0
4315957,15,48.8091977,7.8574581,60.88,200.83,42.18,0.00,6.00,2700,1,0
4315996,16,48.8091977,7.8574684,60.80,200.76,42.78,0.00,6.00,2700,1,0
4316036,17,48.8091704,7.8574786,60.75,200.70,41.75,0.00,6.00,2700,1,0
4316037,18,48.8091704,7.8574795,60.73,200.68,42.27,0.00,6.00,2700,1,0
4316077,19,48.8091431,7.8574803,60.71,200.67,41.53,0.00,6.00,2700,1,0
4316117,20,48.8091431,7.8574803,60.70,200.66,41.43,0.00,6.00,2700,1,0
4316157,21,48.8091021,7.8574803,60.67,200.63,43.15,0.00,6.00,2700,1,0
4316157,22,48.8091021,7.8574803,60.64,200.59,41.27,0.00,6.00,2700,1,0
4316197,23,48.8090884,7.8574709,60.57,200.52,43.18,0.00,6.00,2700,1,0
4316237,24,48.8090884,7.8574709,60.52,200.47,41.16,0.00,6.00,2700,1,0
4316277,25,48.8090748,7.8574607,60.43,200.38,42.39,0.00,6.00,2700,1,0
4316278,26,48.8090611,7.8574504,60.36,200.32,40.72,0.00,6.00,2700,1,0
4316318,27,48.8090474,7.8574402,60.28,200.23,40.27,0.00,6.00,2700,1,0
4316358,28,48.8090338,7.8574299,60.23,200.18,42.65,0.00,6.00,2700,1,0
4316397,29,48.8090201,7.8574094,60.17,200.12,40.72,0.00,6.00,2700,1,0
4316437,30,48.8090201,7.8573992,60.14,200.09,41.58,0.00,6.00,2700,1,0
4316477,31,48.8090065,7.8573779,60.10,200.05,40.91,0.00,6.00,2700,1,0
4316478,32,48.8090065,7.8573574,60.07,200.03,40.93,0.00,6.00,2700,1,0
4316518,33,48.8089928,7.8573369,60.05,200.00,40.83,0.00,6.00,2700,1,0
4316558,34,48.8089928,7.8573266,60.03,199.98,42.83,0.00,6.00,2700,1,0
4316598,35,48.8089928,7.8572950,60.01,199.96,42.25,0.00,6.00,2700,1,0
4316598,36,48.8089928,7.8572848,60.00,199.95,41.48,0.00,6.00,2700,1,0
4316638,37,48.8089928,7.8572532,60.00,199.95,42.58,0.00,6.00,2700,1,0
4316678,38,48.8089928,7.8572430,60.00,199.96,42.23,0.00,6.00,2700,1,0
4316718,39,48.8089928,7.8572114,60.03,199.98,43.11,0.00,6.00,2700,1,0
4316719,40,48.8089928,7.8572003,60.06,200.01,42.67,0.00,6.00,2700,1,0
4316759,41,48.8090065,7.8571798,60.10,200.06,42.62,0.00,6.00,2700,1,0
4316798,42,48.8090065,7.8571584,60.14,200.09,42.34,0.00,6.00,2700,1,0
4316838,43,48.8090065,7.8571379,60.18,200.13,42.18,0.00,6.00,2700,1,0
