t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
24721431,1,48.8106184,7.8520170,43.26,183.21,58.86,0.00,6.00,2700,1,0
24721469,2,48.8106184,7.8520076,43.20,183.15,59.28,0.00,6.00,2700,1,0
24721470,3,48.8106320,7.8520068,43.16,183.11,59.11,0.00,6.00,2700,1,0
24721509,4,48.8106320,7.8519965,43.11,183.06,61.01,0.00,6.00,2700,1,0
24721510,5,48.8106184,7.8519974,43.10,183.05,59.24,0.00,6.00,2700,1,0
24721511,6,48.8106184,7.8519863,43.10,183.05,60.79,0.00,6.00,2700,1,0
24721549,7,48.8106184,7.8519863,43.11,183.06,60.47,0.00,6.00,2700,1,0
24721551,8,48.8106184,7.8519760,43.13,183.08,61.10,0.00,6.00,2700,1,0
24721588,9,48.8106184,7.8519760,43.14,183.10,61.31,0.00,6.00,2700,1,0
24721590,10,48.8106047,7.8519760,43.16,183.12,60.80,0.00,6.00,2700,1,0
24721591,11,48.8106047,7.8519658,43.18,183.13,61.71,0.00,6.00,2700,1,0
24721629,12,48.8106047,7.8519658,43.22,183.17,61.27,0.00,6.00,2700,1,0
24721630,13,48.8106047,7.8519555,43.24,183.20,61.71,0.00,6.00,2700,1,0
24721632,14,48.8105911,7.8519555,43.27,183.22,59.22,0.00,6.00,2700,1,0
24721669,15,48.8105911,7.8519453,43.29,183.24,60.92,0.00,6.00,2700,1,0
24721671,16,48.8105911,7.8519453,43.34,183.30,61.53,0.00,6.00,2700,1,0
24721709,17,48.8105911,7.8519402,43.37,183.32,60.54,0.00,6.00,2700,1,0
24721710,18,48.8105911,7.8519402,43.40,183.35,61.06,0.00,6.00,2700,1,0
24721711,19,48.8105774,7.8519402,43.43,183.38,60.46,0.00,6.00,2700,1,0
24721750,20,48.8105774,7.8519299,43.49,183.44,60.39,0.00,6.00,2700,1,0
24721751,21,48.8105774,7.8519299,43.52,183.47,62.13,0.00,6.00,2700,1,0
24721789,22,48.8105774,7.8519299,43.55,183.51,60.24,0.00,6.00,2700,1,0
24721790,23,48.8105774,7.8519197,43.59,183.54,62.19,0.00,6.00,2700,1,0
24721792,24,48.8105637,7.8519197,43.65,183.60,60.27,0.00,6.00,2700,1,0
24721830,25,48.8105637,7.8519086,43.68,183.63,61.53,0.00,6.00,2700,1,0
24721831,26,48.8105637,7.8519086,43.71,183.66,59.86,0.00,6.00,2700,1,0
24721832,27,48.8105637,7.8519086,43.74,183.69,59.40,0.00,6.00,2700,1,0
