t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
2662029,3,43.4630000,1.2730123,12.00,272.00,-74.40,-0.05,-9.68,2325,0,0
2662077,4,43.4630000,1.2730185,12.00,272.00,-75.71,-0.15,-8.89,2325,0,0
2662130,5,43.4630000,1.2730247,12.00,272.00,-78.65,-0.27,-9.09,2325,0,0
2662178,6,43.4630000,1.2730309,12.00,272.00,-78.38,-0.41,-8.38,2225,0,0
2662226,7,43.4630000,1.2730371,12.00,272.00,-73.45,-0.57,-6.91,2350,0,0
2662280,8,43.4630000,1.2730433,12.00,272.00,-78.53,-0.74,-8.02,2000,0,0
2662327,9,43.4630000,1.2730494,12.00,272.00,-80.23,-0.91,-11.09,2350,0,0
2662376,10,43.4630000,1.2730556,12.00,272.00,-79.16,-1.09,-8.79,1875,0,0
2662429,11,43.4630000,1.2730618,12.00,272.00,-78.28,-1.26,-10.25,2350,0,0
2662477,12,43.4630000,1.2730680,12.00,272.00,-78.01,-1.43,-7.96,2350,0,0
2662530,13,43.4630000,1.2730742,12.00,272.00,-80.58,-1.60,-8.86,2350,0,0
2662578,14,43.4630000,1.2730804,12.00,272.00,-79.33,-1.77,-9.18,2050,0,0
2662626,15,43.4630000,1.2730866,12.00,272.00,-74.35,-1.93,-3.94,2350,0,0
2662680,16,43.4630000,1.2730927,12.00,272.00,-73.73,-2.09,-4.22,2350,0,0
2662728,17,43.4630000,1.2730989,12.00,272.00,-81.44,-2.25,-10.74,2300,0,0
2662776,18,43.4630000,1.2731051,12.00,272.00,-77.38,-2.39,-6.78,2075,0,0
2662829,19,43.4630000,1.2731113,12.00,272.00,-78.42,-2.54,-8.31,2375,0,0
2662877,20,43.4630000,1.2731175,12.00,272.00,-79.40,-2.68,-8.83,1900,0,0
2662930,21,43.4630000,1.2731237,12.00,272.00,-77.42,-2.81,-7.66,2975,0,0
2662978,22,43.4630000,1.2731299,12.00,272.00,-75.06,-2.94,-4.29,2375,0,0
2663026,23,43.4630000,1.2731360,12.00,272.00,-77.14,-3.06,-8.34,1900,0,0
2663079,24,43.4630000,1.2731422,12.00,272.00,-77.26,-3.18,-7.37,2325,0,0
2663128,25,43.4630000,1.2731484,12.00,272.00,-80.26,-3.29,-9.36,2450,0,0
2663176,26,43.4630000,1.2731546,12.00,272.00,-79.74,-3.40,-9.53,2300,0,0
2663229,27,43.4630000,1.2731608,12.00,272.00,-75.97,-3.51,-6.58,2400,0,0
2663277,28,43.4630000,1.2731670,12.00,272.00,-79.33,-3.61,-9.09,2400,0,0
2663330,29,43.4630000,1.2731732,12.00,272.00,-77.61,-3.71,-11.36,2175,0,0
2663378,30,43.4630000,1.2731793,12.00,272.00,-77.81,-3.80,-9.88,2400,0,0
2663426,31,43.4630000,1.2731855,12.00,272.00,-78.46,-3.89,-8.84,2050,0,0
2663480,32,43.4630000,1.2731917,12.00,272.00,-81.01,-3.98,-10.81,2400,0,0
2663528,33,43.4630000,1.2731979,12.00,272.00,-81.01,-4.06,-10.83,2200,0,0
2663576,34,43.4630000,1.2732041,12.00,272.00,-80.65,-4.14,-10.44,2350,0,0
2663629,35,43.4630000,1.2732103,12.00,272.00,-82.69,-4.21,-12.79,2375,0,0
2663677,36,43.4630000,1.2732165,12.00,272.00,-79.11,-4.28,-9.18,1800,0,0
2663730,37,43.4630000,1.2732226,12.00,272.00,-77.78,-4.35,-8.71,2425,0,0
2663778,38,43.4630000,1.2732288,12.00,272.00,-77.21,-4.42,-7.24,2425,0,0
2663826,39,43.4630000,1.2732350,12.00,272.00,-78.91,-4.49,-8.78,2125,0,0
2663880,40,43.4630000,1.2732412,12.00,272.00,-77.61,-4.55,-7.94,2425,0,0
2663928,41,43.4630000,1.2732474,12.00,272.00,-80.30,-4.61,-10.63,2050,0,0
2663976,42,43.4630000,1.2732536,12.00,272.00,-75.73,-4.66,-5.77,2425,0,0
2664029,43,43.4630000,1.2732598,12.00,272.00,-79.31,-4.72,-8.69,1800,0,0
2664077,44,43.4630000,1.2732659,12.00,272.00,-78.82,-4.77,-8.42,2450,0,0
2664130,45,43.4630000,1.2732721,12.00,272.00,-75.30,-4.82,-5.45,2450,0,0
2664178,46,43.4630000,1.2732783,12.00,272.00,-80.06,-4.87,-9.78,2450,0,0
2664226,47,43.4630000,1.2732845,12.00,272.00,-76.37,-4.91,-7.35,1825,0,0
2664280,48,43.4630000,1.2732907,12.00,272.00,-79.60,-4.96,-9.65,1875,0,0
2664328,49,43.4630000,1.2732969,12.00,272.00,-79.66,-5.00,-9.43,2450,0,0
2664376,50,43.4630000,1.2733031,12.00,272.00,-77.22,-5.04,-7.79,2125,0,0
2664429,51,43.4630718,1.2733092,12.00,272.00,-75.05,-5.08,-6.92,2475,0,0
2664477,52,43.4630718,1.2733031,12.00,272.00,-81.13,-5.12,-11.49,2175,0,0
2664530,53,43.4630718,1.2732969,12.00,272.00,-80.49,-5.15,-10.14,2125,0,0
2664578,54,43.4630718,1.2732907,12.00,272.00,-77.12,-5.19,-6.90,2450,0,0
2664626,55,43.4630718,1.2732845,12.00,272.00,-78.05,-5.22,-7.86,2475,0,0
2664680,56,43.4630718,1.2732783,12.00,272.00,-79.51,-5.25,-10.22,1850,0,0
2664728,57,43.4630718,1.2732721,12.00,272.00,-77.81,-5.28,-8.47,2025,0,0
2664776,58,43.4630718,1.2732659,12.00,272.00,-79.09,-5.31,-8.55,2475,0,0
2664829,59,43.4630718,1.2732598,12.00,272.00,-80.04,-5.34,-10.23,2225,0,0
2664877,60,43.4630718,1.2732536,12.00,272.00,-80.44,-5.37,-10.90,2475,0,0
2664930,61,43.4630718,1.2732474,12.00,272.00,-74.37,-5.39,-4.66,2475,0,0
2664978,62,43.4630718,1.2732412,12.00,272.00,-79.19,-5.42,-8.31,1900,0,0
2665026,63,43.4630718,1.2732350,12.00,272.00,-81.85,-5.44,-11.89,2475,0,0
2665080,64,43.4630718,1.2732288,12.00,272.00,-79.66,-5.46,-9.75,2450,0,0
2665175,65,43.4630718,1.2732226,12.00,272.00,-81.99,-5.50,-12.57,2575,0,0
2665175,66,43.4630718,1.2732165,12.00,272.00,-81.99,-5.50,-12.57,2575,0,0
2665229,67,43.4630718,1.2732103,12.00,272.00,-78.02,-5.52,-8.42,2400,0,0
2665277,68,43.4630718,1.2732041,12.00,272.00,-79.38,-5.54,-9.93,2050,0,0
2665330,69,43.4630718,1.2731979,12.00,272.00,-78.30,-5.56,-8.17,2125,0,0
2665426,70,43.4630718,1.2731917,12.00,272.00,-77.55,-5.60,-8.16,2500,0,0
2665426,71,43.4630718,1.2731855,12.00,272.00,-77.55,-5.60,-8.16,2500,0,0
2665480,72,43.4630718,1.2731793,12.00,272.00,-78.29,-5.61,-9.00,2500,0,0
2665575,73,43.4630718,1.2731732,12.00,272.00,-77.51,-5.64,-7.66,2500,0,0
2665575,74,43.4630718,1.2731670,12.00,272.00,-77.51,-5.64,-7.66,2500,0,0
2665677,75,43.4630718,1.2731608,12.00,272.00,-76.07,-5.67,-6.73,2500,0,0
2665677,76,43.4630718,1.2731546,12.00,272.00,-76.07,-5.67,-6.73,2500,0,0
2665778,77,43.4630718,1.2731484,12.00,272.00,-78.12,-5.70,-8.25,2500,0,0
2665826,78,43.4630718,1.2731422,12.00,272.00,-81.64,-5.71,-11.70,1900,0,0
2665826,79,43.4630718,1.2731360,12.00,272.00,-81.64,-5.71,-11.70,1900,0,0
2665927,80,43.4630718,1.2731299,12.00,272.00,-77.05,-5.73,-7.90,1825,0,0
2665975,81,43.4630718,1.2731237,12.00,272.00,-79.73,-5.74,-9.43,2500,0,0
2666029,82,43.4630718,1.2731175,12.00,272.00,-77.92,-5.75,-8.43,2500,0,0
