t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
17351859,1,48.8104954,7.8516704,12.79,152.74,70.99,0.00,6.00,2700,1,0
17351860,2,48.8104954,7.8516593,12.68,152.64,71.33,0.00,6.00,2700,1,0
17351898,3,48.8104954,7.8516593,12.58,152.53,71.33,0.00,6.00,2700,1,0
17351900,4,48.8105091,7.8516490,12.37,152.32,72.80,0.00,6.00,2700,1,0
17351939,5,48.8105091,7.8516379,12.17,152.12,70.87,0.00,6.00,2700,1,0
17351940,6,48.8105228,7.8516379,12.07,152.02,71.98,0.00,6.00,2700,1,0
17351979,7,48.8105228,7.8516277,11.88,151.83,71.61,0.00,6.00,2700,1,0
17352018,8,48.8105364,7.8516268,11.70,151.65,71.78,0.00,6.00,2700,1,0
17352019,9,48.8105364,7.8516166,11.62,151.57,71.89,0.00,6.00,2700,1,0
17352021,10,48.8105501,7.8516166,11.46,151.41,70.83,0.00,6.00,2700,1,0
17352060,11,48.8105501,7.8516055,11.32,151.27,71.58,0.00,6.00,2700,1,0
17352061,12,48.8105637,7.8516055,11.25,151.21,70.68,0.00,6.00,2700,1,0
17352100,13,48.8105637,7.8516055,11.14,151.09,71.11,0.00,6.00,2700,1,0
17352138,14,48.8105774,7.8516055,11.03,150.99,68.03,0.00,6.00,2700,1,0
17352138,15,48.8105774,7.8516055,10.98,150.94,69.70,0.00,6.00,2700,1,0
17352178,16,48.8105911,7.8515944,10.91,150.86,69.71,0.00,6.00,2700,1,0
17352179,17,48.8106047,7.8515935,10.84,150.79,68.23,0.00,6.00,2700,1,0
17352179,18,48.8106047,7.8515935,10.80,150.76,68.76,0.00,6.00,2700,1,0
17352219,19,48.8106184,7.8516046,10.75,150.70,67.68,0.00,6.00,2700,1,0
17352259,20,48.8106184,7.8516046,10.70,150.65,67.59,0.00,6.00,2700,1,0
17352259,21,48.8106320,7.8516038,10.67,150.62,68.86,0.00,6.00,2700,1,0
17352299,22,48.8106320,7.8516038,10.62,150.57,66.99,0.00,6.00,2700,1,0
17352299,23,48.8106457,7.8516038,10.56,150.51,68.44,0.00,6.00,2700,1,0
17352339,24,48.8106457,7.8516038,10.53,150.49,66.43,0.00,6.00,2700,1,0
17352339,25,48.8106594,7.8516029,10.47,150.43,67.20,0.00,6.00,2700,1,0
17352379,26,48.8106594,7.8516140,10.41,150.36,65.61,0.00,6.00,2700,1,0
17352379,27,48.8106730,7.8516132,10.38,150.33,64.73,0.00,6.00,2700,1,0
17357997,28,48.8106730,7.8518753,10.71,150.66,66.41,0.00,6.00,2700,1,0
17357997,29,48.8106730,7.8518753,10.66,150.61,64.47,0.00,6.00,2700,1,0
17358037,30,48.8106594,7.8518650,10.61,150.56,65.79,0.00,6.00,2700,1,0
17358038,31,48.8106594,7.8518650,10.55,150.51,65.11,0.00,6.00,2700,1,0
17358039,32,48.8106594,7.8518548,10.50,150.46,65.21,0.00,6.00,2700,1,0
17358077,33,48.8106457,7.8518445,10.41,150.36,65.60,0.00,6.00,2700,1,0
17358078,34,48.8106457,7.8518445,10.36,150.31,67.59,0.00,6.00,2700,1,0
17358116,35,48.8106457,7.8518334,10.30,150.26,67.09,0.00,6.00,2700,1,0
17358117,36,48.8106457,7.8518334,10.25,150.21,66.31,0.00,6.00,2700,1,0
17358117,37,48.8106320,7.8518241,10.15,150.10,67.91,0.00,6.00,2700,1,0
17358157,38,48.8106320,7.8518130,10.10,150.05,67.66,0.00,6.00,2700,1,0
17358157,39,48.8106320,7.8518130,10.05,150.00,68.51,0.00,6.00,2700,1,0
17358158,40,48.8106320,7.8518130,10.00,149.95,68.06,0.00,6.00,2700,1,0
17358199,41,48.8106184,7.8518027,9.89,149.84,68.56,0.00,6.00,2700,1,0
17358200,42,48.8106184,7.8517925,9.84,149.79,68.35,0.00,6.00,2700,1,0
17358238,43,48.8106184,7.8517925,9.79,149.74,68.17,0.00,6.00,2700,1,0
17358239,44,48.8106047,7.8517822,9.73,149.69,69.36,0.00,6.00,2700,1,0
17358278,45,48.8106047,7.8517822,9.62,149.58,67.25,0.00,6.00,2700,1,0
17358279,46,48.8106047,7.8517720,9.57,149.52,68.66,0.00,6.00,2700,1,0
17358280,47,48.8105911,7.8517720,9.52,149.47,68.41,0.00,6.00,2700,1,0
17358317,48,48.8105911,7.8517626,9.46,149.42,70.31,0.00,6.00,2700,1,0
17358320,49,48.8105911,7.8517626,9.36,149.31,70.91,0.00,6.00,2700,1,0
17358321,50,48.8105774,7.8517523,9.30,149.25,69.05,0.00,6.00,2700,1,0
17358359,51,48.8105774,7.8517523,9.25,149.20,68.91,0.00,6.00,2700,1,0
17358360,52,48.8105774,7.8517412,9.19,149.14,70.23,0.00,6.00,2700,1,0
17358398,53,48.8105637,7.8517421,9.08,149.03,70.80,0.00,6.00,2700,1,0
17358400,54,48.8105637,7.8517310,9.02,148.98,71.30,0.00,6.00,2700,1,0
17358401,55,48.8105637,7.8517310,8.97,148.92,72.57,0.00,6.00,2700,1,0
17358438,56,48.8105501,7.8517216,8.91,148.87,72.00,0.00,6.00,2700,1,0
17358440,57,48.8105501,7.8517216,8.80,148.75,71.05,0.00,6.00,2700,1,0
17358478,58,48.8105501,7.8517105,8.74,148.69,71.09,0.00,6.00,2700,1,0
17358479,59,48.8105364,7.8517105,8.68,148.64,72.24,0.00,6.00,2700,1,0
17358481,60,48.8105364,7.8517003,8.63,148.58,71.92,0.00,6.00,2700,1,0
17358519,61,48.8105364,7.8517003,8.51,148.46,72.47,0.00,6.00,2700,1,0
17358521,62,48.8105228,7.8516900,8.45,148.41,74.71,0.00,6.00,2700,1,0
17358522,63,48.8105228,7.8516900,8.39,148.35,72.19,0.00,6.00,2700,1,0
17358559,64,48.8105228,7.8516900,8.34,148.29,74.96,0.00,6.00,2700,1,0
17358560,65,48.8105091,7.8516798,8.22,148.17,75.34,0.00,6.00,2700,1,0
17358599,66,48.8105091,7.8516695,8.16,148.12,75.47,0.00,6.00,2700,1,0
17358600,67,48.8105091,7.8516695,8.11,148.06,75.81,0.00,6.00,2700,1,0
17358601,68,48.8104954,7.8516704,8.05,148.00,75.80,0.00,6.00,2700,1,0
17358640,69,48.8104954,7.8516593,7.93,147.88,74.32,0.00,6.00,2700,1,0
17358641,70,48.8104954,7.8516490,7.87,147.82,75.14,0.00,6.00,2700,1,0
17358679,71,48.8104818,7.8516499,7.81,147.77,75.80,0.00,6.00,2700,1,0
17358680,72,48.8104818,7.8516499,7.76,147.71,77.10,0.00,6.00,2700,1,0
17358682,73,48.8104681,7.8516396,7.64,147.59,76.65,0.00,6.00,2700,1,0
