t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
308066,1,43.4630000,1.2730000,12.00,272.00,-66.66,-5.12,-9.78,2525,0,0
308120,2,43.4630000,1.2730061,12.00,272.00,-66.14,-5.16,-7.06,2525,0,0
308168,3,43.4630000,1.2730123,12.00,272.00,-70.29,-5.19,-10.36,2200,0,0
308216,4,43.4630000,1.2730185,12.00,272.00,-71.28,-5.23,-10.96,1850,0,0
308269,5,43.4630000,1.2730247,12.00,272.00,-68.09,-5.26,-9.05,1850,0,0
308317,6,43.4630000,1.2730309,12.00,272.00,-67.62,-5.29,-8.13,2500,0,0
308365,7,43.4630000,1.2730371,12.00,272.00,-67.05,-5.32,-7.13,2500,0,0
308418,8,43.4630000,1.2730433,12.00,272.00,-65.11,-5.34,-4.14,2500,0,0
308466,9,43.4630000,1.2730494,12.00,272.00,-65.45,-5.37,-4.82,1925,0,0
308520,10,43.4630000,1.2730556,12.00,272.00,-69.14,-5.40,-7.68,2500,0,0
308568,11,43.4630000,1.2730618,12.00,272.00,-67.58,-5.42,-6.16,2500,0,0
308616,12,43.4630000,1.2730680,12.00,272.00,-63.20,-5.44,-3.35,1800,0,1
308669,13,43.4630000,1.2730742,12.00,272.00,-70.77,-5.47,-10.17,1850,0,1
308765,14,43.4630000,1.2730804,12.00,272.00,-68.86,-5.51,-8.70,2525,0,0
308765,15,43.4630000,1.2730866,12.00,272.00,-68.86,-5.51,-8.70,2525,0,0
308818,16,43.4630000,1.2730927,12.00,272.00,-66.38,-5.53,-7.35,2000,0,0
308866,17,43.4630000,1.2730989,12.00,272.00,-68.86,-5.55,-9.17,1825,0,1
308920,18,43.4630000,1.2731051,12.00,272.00,-66.31,-5.57,-7.66,1900,0,0
309016,19,43.4630000,1.2731113,12.00,272.00,-65.93,-5.60,-10.03,2250,0,0
309016,20,43.4630000,1.2731175,12.00,272.00,-65.93,-5.60,-10.03,2250,0,0
309117,21,43.4630000,1.2731237,12.00,272.00,-61.97,-5.63,-7.19,1800,0,0
309165,22,43.4630000,1.2731299,12.00,272.00,-66.09,-5.65,-8.72,1900,0,0
309165,23,43.4630000,1.2731360,12.00,272.00,-66.09,-5.65,-8.72,1900,0,0
309266,24,43.4630000,1.2731422,12.00,272.00,-65.74,-5.67,-8.18,1925,0,0
