t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
24892642,1,48.8106184,7.8520076,43.73,183.69,60.80,0.00,6.00,2700,1,0
24892653,2,48.8106184,7.8520076,43.73,183.68,61.17,0.00,6.00,2700,1,0
24892653,3,48.8106320,7.8520068,43.74,183.69,61.12,0.00,6.00,2700,1,0
24892653,4,48.8106320,7.8519965,43.76,183.71,62.99,0.00,6.00,2700,1,0
24892683,5,48.8106184,7.8519974,43.78,183.73,61.09,0.00,6.00,2700,1,0
24892685,6,48.8106184,7.8519863,43.83,183.78,62.62,0.00,6.00,2700,1,0
24892723,7,48.8106184,7.8519863,43.86,183.81,62.29,0.00,6.00,2700,1,0
24892724,8,48.8106184,7.8519760,43.89,183.84,62.90,0.00,6.00,2700,1,0
24892725,9,48.8106184,7.8519760,43.92,183.87,63.11,0.00,6.00,2700,1,0
24892764,10,48.8106047,7.8519658,43.97,183.93,62.49,0.00,6.00,2700,1,0
24892765,11,48.8106047,7.8519658,44.00,183.95,63.35,0.00,6.00,2700,1,0
24892803,12,48.8106047,7.8519658,44.03,183.98,62.91,0.00,6.00,2700,1,0
24892804,13,48.8106047,7.8519555,44.06,184.01,63.33,0.00,6.00,2700,1,0
24892806,14,48.8105911,7.8519555,44.11,184.07,60.69,0.00,6.00,2700,1,0
24892843,15,48.8105911,7.8519453,44.14,184.10,62.37,0.00,6.00,2700,1,0
24892844,16,48.8105911,7.8519453,44.18,184.13,62.97,0.00,6.00,2700,1,0
24892845,17,48.8105911,7.8519453,44.21,184.17,61.97,0.00,6.00,2700,1,0
24892885,18,48.8105911,7.8519402,44.29,184.24,62.48,0.00,6.00,2700,1,0
24892886,19,48.8105774,7.8519402,44.32,184.28,61.73,0.00,6.00,2700,1,0
24892923,20,48.8105774,7.8519402,44.36,184.31,61.62,0.00,6.00,2700,1,0
24892925,21,48.8105774,7.8519299,44.40,184.35,63.38,0.00,6.00,2700,1,0
24892963,22,48.8105774,7.8519299,44.47,184.43,61.48,0.00,6.00,2700,1,0
24892965,23,48.8105774,7.8519197,44.51,184.46,63.40,0.00,6.00,2700,1,0
24892966,24,48.8105774,7.8519197,44.54,184.49,61.37,0.00,6.00,2700,1,0
24893003,25,48.8105637,7.8519197,44.57,184.52,62.54,0.00,6.00,2700,1,0
24893006,26,48.8105637,7.8519086,44.62,184.57,60.88,0.00,6.00,2700,1,0
24893007,27,48.8105637,7.8519086,44.64,184.59,60.43,0.00,6.00,2700,1,0
