t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
22123442,1,48.8105501,7.8516268,34.67,174.62,62.14,0.00,6.00,2700,1,0
22123443,2,48.8105501,7.8516268,34.61,174.56,62.53,0.00,6.00,2700,1,0
22123482,3,48.8105637,7.8516268,34.49,174.44,62.39,0.00,6.00,2700,1,0
22123483,4,48.8105637,7.8516268,34.43,174.38,64.25,0.00,6.00,2700,1,0
22123521,5,48.8105637,7.8516166,34.37,174.32,62.42,0.00,6.00,2700,1,0
22123522,6,48.8105637,7.8516166,34.30,174.26,63.94,0.00,6.00,2700,1,0
22123561,7,48.8105774,7.8516157,34.18,174.13,63.53,0.00,6.00,2700,1,0
22123562,8,48.8105774,7.8516157,34.12,174.07,64.13,0.00,6.00,2700,1,0
22123563,9,48.8105774,7.8516157,34.05,174.01,64.35,0.00,6.00,2700,1,0
22123601,10,48.8105774,7.8516157,34.00,173.95,63.74,0.00,6.00,2700,1,0
22123603,11,48.8105911,7.8516157,33.88,173.83,64.50,0.00,6.00,2700,1,0
22123640,12,48.8105911,7.8516046,33.82,173.77,64.13,0.00,6.00,2700,1,0
22123641,13,48.8105911,7.8516046,33.76,173.71,64.54,0.00,6.00,2700,1,0
22123643,14,48.8106047,7.8516046,33.70,173.66,61.81,0.00,6.00,2700,1,0
22123681,15,48.8106047,7.8516046,33.59,173.54,63.49,0.00,6.00,2700,1,0
22123682,16,48.8106047,7.8516046,33.54,173.49,64.11,0.00,6.00,2700,1,0
22123684,17,48.8106047,7.8516046,33.48,173.43,63.12,0.00,6.00,2700,1,0
22123721,18,48.8106184,7.8516046,33.42,173.37,63.50,0.00,6.00,2700,1,0
22123723,19,48.8106184,7.8516046,33.31,173.26,62.81,0.00,6.00,2700,1,0
22123761,20,48.8106184,7.8516046,33.25,173.20,62.72,0.00,6.00,2700,1,0
22123762,21,48.8106320,7.8516038,33.19,173.14,64.32,0.00,6.00,2700,1,0
22123764,22,48.8106320,7.8516038,33.13,173.08,62.45,0.00,6.00,2700,1,0
22123802,23,48.8106320,7.8516038,33.01,172.96,64.38,0.00,6.00,2700,1,0
22123804,24,48.8106320,7.8516038,32.95,172.90,62.37,0.00,6.00,2700,1,0
22123841,25,48.8106457,7.8516038,32.89,172.84,63.43,0.00,6.00,2700,1,0
22123842,26,48.8106457,7.8516038,32.82,172.78,61.78,0.00,6.00,2700,1,0
22123844,27,48.8106457,7.8516038,32.70,172.65,61.35,0.00,6.00,2700,1,0
22123882,28,48.8106594,7.8516140,32.63,172.59,63.51,0.00,6.00,2700,1,0
22123883,29,48.8106594,7.8516140,32.57,172.52,61.58,0.00,6.00,2700,1,0
22123884,30,48.8106594,7.8516140,32.50,172.46,62.43,0.00,6.00,2700,1,0
22123923,31,48.8106730,7.8516132,32.38,172.33,61.59,0.00,6.00,2700,1,0
22123924,32,48.8106730,7.8516132,32.31,172.26,61.60,0.00,6.00,2700,1,0
22123962,33,48.8106730,7.8516132,32.25,172.20,61.49,0.00,6.00,2700,1,0
22123963,34,48.8106730,7.8516132,32.18,172.14,63.48,0.00,6.00,2700,1,0
22124002,35,48.8106867,7.8516132,32.05,172.01,62.70,0.00,6.00,2700,1,0
22124003,36,48.8106867,7.8516132,31.99,171.94,61.93,0.00,6.00,2700,1,0
22124004,37,48.8106867,7.8516132,31.93,171.88,62.99,0.00,6.00,2700,1,0
22124042,38,48.8106867,7.8516132,31.86,171.82,62.64,0.00,6.00,2700,1,0
22124044,39,48.8107003,7.8516234,31.74,171.69,63.27,0.00,6.00,2700,1,0
22124045,40,48.8107003,7.8516234,31.68,171.63,62.82,0.00,6.00,2700,1,0
22124083,41,48.8107003,7.8516234,31.61,171.56,62.75,0.00,6.00,2700,1,0
22124085,42,48.8107003,7.8516234,31.55,171.50,62.44,0.00,6.00,2700,1,0
22124122,43,48.8107140,7.8516226,31.43,171.38,62.08,0.00,6.00,2700,1,0
22124123,44,48.8107140,7.8516226,31.37,171.32,62.66,0.00,6.00,2700,1,0
22124124,45,48.8107140,7.8516226,31.30,171.26,60.53,0.00,6.00,2700,1,0
22124162,46,48.8107277,7.8516226,31.25,171.20,61.66,0.00,6.00,2700,1,0
22124165,47,48.8107277,7.8516337,31.12,171.08,60.82,0.00,6.00,2700,1,0
22124202,48,48.8107277,7.8516337,31.06,171.02,62.64,0.00,6.00,2700,1,0
22124203,49,48.8107413,7.8516328,31.00,170.96,63.03,0.00,6.00,2700,1,0
22129979,50,48.8106320,7.8518445,34.17,174.12,60.06,0.00,6.00,2700,1,0
22129982,51,48.8106184,7.8518343,34.07,174.02,60.11,0.00,6.00,2700,1,0
22129983,52,48.8106184,7.8518241,34.02,173.97,61.41,0.00,6.00,2700,1,0
22130020,53,48.8106047,7.8518138,33.98,173.93,61.50,0.00,6.00,2700,1,0
22130022,54,48.8106047,7.8518138,33.93,173.88,61.92,0.00,6.00,2700,1,0
22130060,55,48.8106047,7.8518036,33.84,173.79,63.26,0.00,6.00,2700,1,0
22130061,56,48.8105911,7.8517933,33.79,173.74,62.11,0.00,6.00,2700,1,0
22130062,57,48.8105911,7.8517933,33.75,173.70,61.13,0.00,6.00,2700,1,0
22130100,58,48.8105911,7.8517831,33.70,173.65,61.20,0.00,6.00,2700,1,0
22130102,59,48.8105774,7.8517728,33.61,173.56,61.77,0.00,6.00,2700,1,0
22130140,60,48.8105774,7.8517728,33.55,173.51,61.42,0.00,6.00,2700,1,0
22130141,61,48.8105637,7.8517626,33.51,173.46,62.10,0.00,6.00,2700,1,0
22130143,62,48.8105637,7.8517626,33.46,173.41,63.57,0.00,6.00,2700,1,0
22130181,63,48.8105501,7.8517532,33.35,173.30,61.20,0.00,6.00,2700,1,0
22130182,64,48.8105501,7.8517421,33.29,173.25,64.04,0.00,6.00,2700,1,0
22130183,65,48.8105501,7.8517421,33.24,173.19,63.63,0.00,6.00,2700,1,0
22130221,66,48.8105364,7.8517318,33.18,173.13,64.01,0.00,6.00,2700,1,0
22130223,67,48.8105364,7.8517216,33.06,173.01,64.42,0.00,6.00,2700,1,0
22130261,68,48.8105228,7.8517216,33.00,172.95,63.71,0.00,6.00,2700,1,0
22130262,69,48.8105228,7.8517114,32.94,172.89,62.43,0.00,6.00,2700,1,0
22130263,70,48.8105228,7.8517114,32.88,172.83,63.44,0.00,6.00,2700,1,0
22130302,71,48.8105091,7.8517011,32.75,172.70,63.60,0.00,6.00,2700,1,0
22130303,72,48.8105091,7.8516909,32.68,172.64,64.95,0.00,6.00,2700,1,0
22130340,73,48.8104954,7.8516909,32.62,172.57,64.36,0.00,6.00,2700,1,0
22130342,74,48.8104954,7.8516806,32.55,172.51,63.99,0.00,6.00,2700,1,0
22130344,75,48.8104818,7.8516704,32.42,172.38,64.04,0.00,6.00,2700,1,0
22130381,76,48.8104818,7.8516704,32.36,172.31,63.17,0.00,6.00,2700,1,0
22130383,77,48.8104818,7.8516601,32.29,172.25,63.48,0.00,6.00,2700,1,0
22130384,78,48.8104681,7.8516499,32.23,172.18,62.76,0.00,6.00,2700,1,0
22130422,79,48.8104681,7.8516396,32.10,172.06,63.53,0.00,6.00,2700,1,0
22130423,80,48.8104545,7.8516396,32.04,171.99,64.27,0.00,6.00,2700,1,0
22130461,81,48.8104545,7.8516285,31.98,171.93,64.23,0.00,6.00,2700,1,0
22130462,82,48.8104545,7.8516285,31.91,171.86,63.80,0.00,6.00,2700,1,0
22130501,83,48.8104408,7.8516192,31.79,171.74,64.83,0.00,6.00,2700,1,0
22130502,84,48.8104408,7.8516081,31.72,171.68,65.30,0.00,6.00,2700,1,0
22130503,85,48.8104271,7.8516089,31.66,171.61,62.95,0.00,6.00,2700,1,0
22130541,86,48.8104271,7.8515978,31.60,171.55,63.75,0.00,6.00,2700,1,0
22130543,87,48.8104135,7.8515884,31.48,171.43,63.57,0.00,6.00,2700,1,0
22137242,88,48.8104271,7.8513314,33.92,173.87,65.51,0.00,6.00,2700,1,0
22137242,89,48.8104271,7.8513417,33.88,173.83,63.25,0.00,6.00,2700,1,0
22137242,90,48.8104271,7.8513519,33.84,173.79,63.41,0.00,6.00,2700,1,0
22137243,91,48.8104271,7.8513519,33.80,173.75,63.67,0.00,6.00,2700,1,0
22137282,92,48.8104271,7.8513622,33.76,173.71,64.13,0.00,6.00,2700,1,0
22137283,93,48.8104271,7.8513733,33.68,173.63,64.00,0.00,6.00,2700,1,0
22137322,94,48.8104271,7.8513733,33.63,173.59,63.12,0.00,6.00,2700,1,0
22137323,95,48.8104271,7.8513835,33.59,173.54,65.01,0.00,6.00,2700,1,0
22137323,96,48.8104271,7.8513835,33.54,173.50,65.61,0.00,6.00,2700,1,0
22137363,97,48.8104271,7.8513946,33.45,173.40,63.55,0.00,6.00,2700,1,0
22137363,98,48.8104271,7.8514049,33.39,173.35,64.40,0.00,6.00,2700,1,0
22137402,99,48.8104271,7.8514049,33.34,173.30,64.17,0.00,6.00,2700,1,0
22137403,100,48.8104271,7.8514151,33.29,173.24,65.41,0.00,6.00,2700,1,0
22137403,101,48.8104271,7.8514253,33.18,173.13,64.71,0.00,6.00,2700,1,0
22137443,102,48.8104271,7.8514356,33.13,173.08,64.36,0.00,6.00,2700,1,0
22137443,103,48.8104271,7.8514356,33.07,173.02,63.99,0.00,6.00,2700,1,0
22137443,104,48.8104271,7.8514467,33.02,172.97,65.27,0.00,6.00,2700,1,0
22137483,105,48.8104271,7.8514569,32.90,172.85,64.78,0.00,6.00,2700,1,0
22137484,106,48.8104271,7.8514569,32.84,172.79,63.35,0.00,6.00,2700,1,0
22137523,107,48.8104271,7.8514672,32.78,172.73,65.08,0.00,6.00,2700,1,0
22137523,108,48.8104271,7.8514672,32.72,172.67,65.23,0.00,6.00,2700,1,0
22137563,109,48.8104271,7.8514783,32.60,172.56,65.00,0.00,6.00,2700,1,0
22137563,110,48.8104271,7.8514885,32.54,172.50,63.40,0.00,6.00,2700,1,0
22137564,111,48.8104271,7.8514885,32.48,172.44,64.79,0.00,6.00,2700,1,0
22137603,112,48.8104271,7.8514988,32.42,172.38,64.94,0.00,6.00,2700,1,0
22137604,113,48.8104271,7.8515099,32.30,172.25,63.82,0.00,6.00,2700,1,0
22137604,114,48.8104271,7.8515201,32.24,172.19,63.60,0.00,6.00,2700,1,0
22137643,115,48.8104408,7.8515193,32.18,172.13,65.73,0.00,6.00,2700,1,0
22137644,116,48.8104408,7.8515295,32.12,172.07,64.16,0.00,6.00,2700,1,0
22137683,117,48.8104408,7.8515398,32.00,171.95,64.44,0.00,6.00,2700,1,0
22137684,118,48.8104408,7.8515398,31.94,171.89,64.54,0.00,6.00,2700,1,0
22137684,119,48.8104408,7.8515508,31.88,171.83,63.23,0.00,6.00,2700,1,0
22137723,120,48.8104408,7.8515508,31.82,171.77,65.29,0.00,6.00,2700,1,0
22137724,121,48.8104408,7.8515560,31.70,171.65,65.94,0.00,6.00,2700,1,0
22137764,122,48.8104408,7.8515671,31.63,171.59,65.52,0.00,6.00,2700,1,0
22137764,123,48.8104408,7.8515765,31.57,171.53,64.21,0.00,6.00,2700,1,0
22137764,124,48.8104408,7.8515765,31.51,171.47,65.28,0.00,6.00,2700,1,0
22137804,125,48.8104408,7.8515876,31.39,171.34,66.06,0.00,6.00,2700,1,0
22137804,126,48.8104408,7.8515978,31.33,171.29,63.82,0.00,6.00,2700,1,0
22137804,127,48.8104408,7.8515978,31.27,171.23,64.43,0.00,6.00,2700,1,0
22137844,128,48.8104408,7.8516081,31.21,171.17,64.09,0.00,6.00,2700,1,0
22137845,129,48.8104408,7.8516192,31.09,171.05,63.66,0.00,6.00,2700,1,0
22137884,130,48.8104408,7.8516192,31.04,170.99,65.32,0.00,6.00,2700,1,0
22137884,131,48.8104408,7.8516294,30.98,170.93,65.51,0.00,6.00,2700,1,0
22137885,132,48.8104408,7.8516294,30.92,170.87,64.24,0.00,6.00,2700,1,0
22137925,133,48.8104408,7.8516507,30.80,170.76,65.27,0.00,6.00,2700,1,0
22137925,134,48.8104408,7.8516507,30.75,170.70,64.55,0.00,6.00,2700,1,0
22137964,135,48.8104408,7.8516610,30.69,170.64,64.80,0.00,6.00,2700,1,0
22137964,136,48.8104408,7.8516610,30.63,170.59,63.52,0.00,6.00,2700,1,0
22138004,137,48.8104408,7.8516712,30.52,170.47,63.79,0.00,6.00,2700,1,0
22138004,138,48.8104408,7.8516815,30.46,170.42,63.63,0.00,6.00,2700,1,0
22138005,139,48.8104408,7.8516815,30.41,170.36,63.00,0.00,6.00,2700,1,0
22138005,140,48.8104408,7.8516926,30.36,170.31,64.98,0.00,6.00,2700,1,0
22138045,141,48.8104545,7.8517020,30.25,170.20,64.61,0.00,6.00,2700,1,0
22138045,142,48.8104545,7.8517131,30.19,170.15,63.94,0.00,6.00,2700,1,0
22138084,143,48.8104545,7.8517131,30.14,170.09,63.06,0.00,6.00,2700,1,0
22138085,144,48.8104545,7.8517233,30.08,170.04,63.36,0.00,6.00,2700,1,0
22138125,145,48.8104545,7.8517336,29.97,169.93,63.31,0.00,6.00,2700,1,0
22138125,146,48.8104545,7.8517336,29.92,169.87,63.95,0.00,6.00,2700,1,0
22138125,147,48.8104545,7.8517447,29.86,169.82,63.62,0.00,6.00,2700,1,0
22138164,148,48.8104545,7.8517549,29.81,169.76,62.38,0.00,6.00,2700,1,0
22138165,149,48.8104545,7.8517651,29.70,169.66,62.52,0.00,6.00,2700,1,0
22138165,150,48.8104545,7.8517651,29.65,169.60,63.28,0.00,6.00,2700,1,0
22138205,151,48.8104545,7.8517754,29.59,169.55,64.03,0.00,6.00,2700,1,0
22138205,152,48.8104545,7.8517754,29.54,169.49,63.79,0.00,6.00,2700,1,0
22138245,153,48.8104545,7.8517856,29.43,169.39,63.92,0.00,6.00,2700,1,0
22138245,154,48.8104545,7.8517967,29.38,169.33,63.74,0.00,6.00,2700,1,0
22138245,155,48.8104545,7.8518070,29.33,169.28,62.41,0.00,6.00,2700,1,0
22138285,156,48.8104545,7.8518070,29.27,169.23,61.85,0.00,6.00,2700,1,0
22138285,157,48.8104545,7.8518172,29.17,169.12,61.85,0.00,6.00,2700,1,0
22138325,158,48.8104545,7.8518283,29.12,169.07,62.80,0.00,6.00,2700,1,0
22138325,159,48.8104545,7.8518283,29.07,169.02,63.95,0.00,6.00,2700,1,0
22138326,160,48.8104545,7.8518386,29.02,168.97,61.72,0.00,6.00,2700,1,0
22138365,161,48.8104545,7.8518488,28.91,168.87,64.04,0.00,6.00,2700,1,0
22138366,162,48.8104545,7.8518599,28.86,168.81,62.34,0.00,6.00,2700,1,0
22138366,163,48.8104545,7.8518599,28.81,168.76,62.71,0.00,6.00,2700,1,0
22138405,164,48.8104545,7.8518693,28.76,168.71,62.99,0.00,6.00,2700,1,0
22138406,165,48.8104545,7.8518796,28.66,168.61,63.08,0.00,6.00,2700,1,0
22138445,166,48.8104545,7.8518796,28.61,168.56,61.12,0.00,6.00,2700,1,0
22138446,167,48.8104545,7.8518907,28.56,168.51,61.78,0.00,6.00,2700,1,0
22138446,168,48.8104545,7.8519018,28.51,168.46,61.16,0.00,6.00,2700,1,0
22138486,169,48.8104545,7.8519111,28.41,168.36,62.18,0.00,6.00,2700,1,0
22138486,170,48.8104545,7.8519111,28.36,168.31,63.65,0.00,6.00,2700,1,0
22138525,171,48.8104545,7.8519222,28.30,168.26,61.16,0.00,6.00,2700,1,0
22138526,172,48.8104545,7.8519222,28.25,168.21,62.26,0.00,6.00,2700,1,0
22138566,173,48.8104545,7.8519325,28.15,168.10,60.61,0.00,6.00,2700,1,0
22138566,174,48.8104545,7.8519427,28.10,168.06,62.93,0.00,6.00,2700,1,0
22138566,175,48.8104545,7.8519487,28.05,168.00,62.22,0.00,6.00,2700,1,0
22138566,176,48.8104545,7.8519487,28.00,167.95,62.99,0.00,6.00,2700,1,0
22138606,177,48.8104545,7.8519590,27.90,167.85,61.71,0.00,6.00,2700,1,0
22138606,178,48.8104545,7.8519692,27.85,167.80,60.78,0.00,6.00,2700,1,0
22138646,179,48.8104545,7.8519692,27.80,167.75,62.17,0.00,6.00,2700,1,0
22138646,180,48.8104681,7.8519794,27.75,167.70,61.25,0.00,6.00,2700,1,0
22138686,181,48.8104681,7.8519897,27.64,167.59,60.02,0.00,6.00,2700,1,0
22138686,182,48.8104681,7.8520008,27.59,167.54,60.78,0.00,6.00,2700,1,0
22138687,183,48.8104681,7.8520008,27.54,167.49,60.98,0.00,6.00,2700,1,0
22138726,184,48.8104681,7.8520110,27.49,167.44,60.19,0.00,6.00,2700,1,0
22138727,185,48.8104681,7.8520213,27.38,167.34,61.01,0.00,6.00,2700,1,0
22138766,186,48.8104681,7.8520213,27.33,167.28,62.25,0.00,6.00,2700,1,0
22138766,187,48.8104681,7.8520315,27.28,167.23,62.39,0.00,6.00,2700,1,0
22138767,188,48.8104681,7.8520426,27.23,167.18,59.95,0.00,6.00,2700,1,0
