t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
23933269,1,48.8106320,7.8520170,43.41,183.36,60.83,0.00,6.00,2700,1,0
23933307,2,48.8106320,7.8520170,43.27,183.23,61.23,0.00,6.00,2700,1,0
23933310,3,48.8106184,7.8520076,43.07,183.02,61.24,0.00,6.00,2700,1,0
23933347,4,48.8106320,7.8520068,42.99,182.94,63.11,0.00,6.00,2700,1,0
23933348,5,48.8106320,7.8519965,42.93,182.89,61.26,0.00,6.00,2700,1,0
23933349,6,48.8106320,7.8519965,42.89,182.84,62.77,0.00,6.00,2700,1,0
23933388,7,48.8106184,7.8519863,42.84,182.79,62.49,0.00,6.00,2700,1,0
23933389,8,48.8106184,7.8519863,42.82,182.78,63.08,0.00,6.00,2700,1,0
23933427,9,48.8106184,7.8519760,42.82,182.77,63.33,0.00,6.00,2700,1,0
23933428,10,48.8106184,7.8519760,42.81,182.77,62.70,0.00,6.00,2700,1,0
23933467,11,48.8106047,7.8519658,42.82,182.77,63.58,0.00,6.00,2700,1,0
23933468,12,48.8106047,7.8519658,42.83,182.78,63.14,0.00,6.00,2700,1,0
23933469,13,48.8106047,7.8519658,42.84,182.79,63.54,0.00,6.00,2700,1,0
23933470,14,48.8106047,7.8519555,42.85,182.80,60.96,0.00,6.00,2700,1,0
23933509,15,48.8105911,7.8519453,42.88,182.84,62.61,0.00,6.00,2700,1,0
23933510,16,48.8105911,7.8519453,42.90,182.85,63.22,0.00,6.00,2700,1,0
23933548,17,48.8105911,7.8519453,42.92,182.88,62.22,0.00,6.00,2700,1,0
23933549,18,48.8105911,7.8519402,42.95,182.90,62.74,0.00,6.00,2700,1,0
23933588,19,48.8105774,7.8519402,43.00,182.95,61.98,0.00,6.00,2700,1,0
23933589,20,48.8105774,7.8519299,43.02,182.98,61.90,0.00,6.00,2700,1,0
23933590,21,48.8105774,7.8519299,43.05,183.00,63.64,0.00,6.00,2700,1,0
23933628,22,48.8105774,7.8519299,43.08,183.03,61.75,0.00,6.00,2700,1,0
23933630,23,48.8105774,7.8519197,43.14,183.09,63.66,0.00,6.00,2700,1,0
23933631,24,48.8105637,7.8519197,43.17,183.12,61.59,0.00,6.00,2700,1,0
23933669,25,48.8105637,7.8519086,43.20,183.16,62.82,0.00,6.00,2700,1,0
23933670,26,48.8105637,7.8519086,43.23,183.19,61.15,0.00,6.00,2700,1,0
23933709,27,48.8105637,7.8519086,43.30,183.25,60.68,0.00,6.00,2700,1,0
23933710,28,48.8105637,7.8518983,43.33,183.28,63.06,0.00,6.00,2700,1,0
23933711,29,48.8105637,7.8518983,43.36,183.31,61.11,0.00,6.00,2700,1,0
23933748,30,48.8105501,7.8518992,43.39,183.34,61.89,0.00,6.00,2700,1,0
23933751,31,48.8105501,7.8518881,43.44,183.39,61.20,0.00,6.00,2700,1,0
23933788,32,48.8105501,7.8518881,43.47,183.42,61.20,0.00,6.00,2700,1,0
23933789,33,48.8105501,7.8518778,43.49,183.44,61.07,0.00,6.00,2700,1,0
23933791,34,48.8105501,7.8518778,43.51,183.47,63.06,0.00,6.00,2700,1,0
23933829,35,48.8105501,7.8518778,43.54,183.50,62.44,0.00,6.00,2700,1,0
23933831,36,48.8105364,7.8518676,43.54,183.50,61.59,0.00,6.00,2700,1,0
23933832,37,48.8105364,7.8518676,43.53,183.49,62.65,0.00,6.00,2700,1,0
23933869,38,48.8105364,7.8518676,43.50,183.46,62.29,0.00,6.00,2700,1,0
23933871,39,48.8105364,7.8518574,43.38,183.33,63.15,0.00,6.00,2700,1,0
23933909,40,48.8105364,7.8518574,43.29,183.24,62.72,0.00,6.00,2700,1,0
23933911,41,48.8105364,7.8518574,43.16,183.11,62.65,0.00,6.00,2700,1,0
23933912,42,48.8105364,7.8518471,43.01,182.97,62.37,0.00,6.00,2700,1,0
23933950,43,48.8105228,7.8518471,42.64,182.60,62.17,0.00,6.00,2700,1,0
23933951,44,48.8105228,7.8518471,42.43,182.38,62.79,0.00,6.00,2700,1,0
23933989,45,48.8105228,7.8518369,42.19,182.15,60.69,0.00,6.00,2700,1,0
23933990,46,48.8105228,7.8518369,41.94,181.90,62.05,0.00,6.00,2700,1,0
23934029,47,48.8105228,7.8518369,41.41,181.36,61.34,0.00,6.00,2700,1,0
23934030,48,48.8105228,7.8518266,41.12,181.08,63.19,0.00,6.00,2700,1,0
23934031,49,48.8105228,7.8518266,40.84,180.79,63.82,0.00,6.00,2700,1,0
23934032,50,48.8105091,7.8518266,40.55,180.50,61.23,0.00,6.00,2700,1,0
23934071,51,48.8105091,7.8518164,39.96,179.92,61.17,0.00,6.00,2700,1,0
23934072,52,48.8105091,7.8518164,39.67,179.62,62.45,0.00,6.00,2700,1,0
23934110,53,48.8105091,7.8518164,39.38,179.33,62.40,0.00,6.00,2700,1,0
23934111,54,48.8105091,7.8518053,39.09,179.05,62.85,0.00,6.00,2700,1,0
23934150,55,48.8104954,7.8518061,38.54,178.49,64.11,0.00,6.00,2700,1,0
23934150,56,48.8104954,7.8517959,38.29,178.24,62.80,0.00,6.00,2700,1,0
23934151,57,48.8104954,7.8517959,38.05,178.00,61.85,0.00,6.00,2700,1,0
23934189,58,48.8104954,7.8517959,37.84,177.79,61.87,0.00,6.00,2700,1,0
23934190,59,48.8104818,7.8517856,37.49,177.44,62.18,0.00,6.00,2700,1,0
23934190,60,48.8104818,7.8517745,37.35,177.31,61.82,0.00,6.00,2700,1,0
23934230,61,48.8104818,7.8517745,37.24,177.19,62.33,0.00,6.00,2700,1,0
23934230,62,48.8104818,7.8517745,37.14,177.10,63.81,0.00,6.00,2700,1,0
23934270,63,48.8104681,7.8517651,37.02,176.97,61.12,0.00,6.00,2700,1,0
23934270,64,48.8104681,7.8517549,36.98,176.93,63.85,0.00,6.00,2700,1,0
23934270,65,48.8104681,7.8517549,36.95,176.90,63.43,0.00,6.00,2700,1,0
23934310,66,48.8104681,7.8517549,36.93,176.88,63.63,0.00,6.00,2700,1,0
23934310,67,48.8104545,7.8517447,36.91,176.87,63.78,0.00,6.00,2700,1,0
23934350,68,48.8104545,7.8517447,36.91,176.87,62.98,0.00,6.00,2700,1,0
23934350,69,48.8104545,7.8517336,36.92,176.87,61.57,0.00,6.00,2700,1,0
23934351,70,48.8104545,7.8517336,36.93,176.88,62.56,0.00,6.00,2700,1,0
23934390,71,48.8104408,7.8517242,36.95,176.90,62.38,0.00,6.00,2700,1,0
23934391,72,48.8104408,7.8517242,36.97,176.92,63.63,0.00,6.00,2700,1,0
23934391,73,48.8104408,7.8517131,36.99,176.94,62.93,0.00,6.00,2700,1,0
23934431,74,48.8104408,7.8517131,37.01,176.96,62.46,0.00,6.00,2700,1,0
23934431,75,48.8104271,7.8517028,37.05,177.01,62.18,0.00,6.00,2700,1,0
23934471,76,48.8104271,7.8517028,37.08,177.03,61.28,0.00,6.00,2700,1,0
23934471,77,48.8104271,7.8517028,37.11,177.06,61.50,0.00,6.00,2700,1,0
23934471,78,48.8104271,7.8516926,37.14,177.09,60.61,0.00,6.00,2700,1,0
23934511,79,48.8104271,7.8516926,37.20,177.15,61.27,0.00,6.00,2700,1,0
23934511,80,48.8104135,7.8516823,37.23,177.18,61.79,0.00,6.00,2700,1,0
23934551,81,48.8104135,7.8516823,37.26,177.21,61.65,0.00,6.00,2700,1,0
23934551,82,48.8104135,7.8516823,37.29,177.25,61.20,0.00,6.00,2700,1,0
23934591,83,48.8104135,7.8516721,37.36,177.32,62.09,0.00,6.00,2700,1,0
23934591,84,48.8104135,7.8516721,37.40,177.35,62.47,0.00,6.00,2700,1,0
23934591,85,48.8104135,7.8516618,37.43,177.38,60.08,0.00,6.00,2700,1,0
23934592,86,48.8103998,7.8516618,37.47,177.42,60.65,0.00,6.00,2700,1,0
23934632,87,48.8103998,7.8516618,37.54,177.49,60.42,0.00,6.00,2700,1,0
23934632,88,48.8103998,7.8516516,37.57,177.52,62.80,0.00,6.00,2700,1,0
23934671,89,48.8103998,7.8516516,37.60,177.55,60.48,0.00,6.00,2700,1,0
23934671,90,48.8103998,7.8516516,37.63,177.58,60.59,0.00,6.00,2700,1,0
23934711,91,48.8103998,7.8516413,37.68,177.64,60.78,0.00,6.00,2700,1,0
23934711,92,48.8103998,7.8516413,37.71,177.66,61.19,0.00,6.00,2700,1,0
23934712,93,48.8103998,7.8516303,37.73,177.68,60.95,0.00,6.00,2700,1,0
23934751,94,48.8103998,7.8516303,37.74,177.69,60.06,0.00,6.00,2700,1,0
23934752,95,48.8103998,7.8516303,37.73,177.68,61.91,0.00,6.00,2700,1,0
23934791,96,48.8103998,7.8516200,37.70,177.65,62.45,0.00,6.00,2700,1,0
23934792,97,48.8103998,7.8516200,37.64,177.59,60.34,0.00,6.00,2700,1,0
23934792,98,48.8103725,7.8516209,37.57,177.52,60.88,0.00,6.00,2700,1,0
23934832,99,48.8103725,7.8516098,37.34,177.29,60.62,0.00,6.00,2700,1,0
23934832,100,48.8103725,7.8516098,37.19,177.14,61.85,0.00,6.00,2700,1,0
23934832,101,48.8103725,7.8516098,37.01,176.96,61.13,0.00,6.00,2700,1,0
23934872,102,48.8103725,7.8516098,36.81,176.76,60.77,0.00,6.00,2700,1,0
23934873,103,48.8103725,7.8515995,36.35,176.30,60.40,0.00,6.00,2700,1,0
23934912,104,48.8103725,7.8515995,36.09,176.05,61.69,0.00,6.00,2700,1,0
23934912,105,48.8103725,7.8515893,35.82,175.78,61.15,0.00,6.00,2700,1,0
23934912,106,48.8103725,7.8515893,35.55,175.50,59.74,0.00,6.00,2700,1,0
23934952,107,48.8103725,7.8515893,34.97,174.92,61.53,0.00,6.00,2700,1,0
23934952,108,48.8103725,7.8515790,34.68,174.63,61.65,0.00,6.00,2700,1,0
23934953,109,48.8103725,7.8515790,34.38,174.33,61.43,0.00,6.00,2700,1,0
23934992,110,48.8103725,7.8515790,34.09,174.04,59.86,0.00,6.00,2700,1,0
23934993,111,48.8103588,7.8515688,33.50,173.45,61.09,0.00,6.00,2700,1,0
23935032,112,48.8103588,7.8515688,33.20,173.16,61.28,0.00,6.00,2700,1,0
23935032,113,48.8103588,7.8515688,32.92,172.87,60.18,0.00,6.00,2700,1,0
23935033,114,48.8103588,7.8515585,32.64,172.60,59.95,0.00,6.00,2700,1,0
23935073,115,48.8103588,7.8515534,32.15,172.10,62.07,0.00,6.00,2700,1,0
23935073,116,48.8103315,7.8515534,31.94,171.89,60.21,0.00,6.00,2700,1,0
23935113,117,48.8103315,7.8515534,31.75,171.70,60.51,0.00,6.00,2700,1,0
23935113,118,48.8103315,7.8515432,31.59,171.54,60.55,0.00,6.00,2700,1,0
23935152,119,48.8103315,7.8515432,31.34,171.29,59.29,0.00,6.00,2700,1,0
23940778,120,48.8104818,7.8513306,43.88,183.83,59.85,0.00,6.00,2700,1,0
23940779,121,48.8104681,7.8513306,43.81,183.76,60.44,0.00,6.00,2700,1,0
23940780,122,48.8104681,7.8513408,43.74,183.69,60.12,0.00,6.00,2700,1,0
23940819,123,48.8104681,7.8513511,43.61,183.56,58.93,0.00,6.00,2700,1,0
23940820,124,48.8104681,7.8513511,43.55,183.50,59.99,0.00,6.00,2700,1,0
23940858,125,48.8104681,7.8513622,43.48,183.44,60.87,0.00,6.00,2700,1,0
23940859,126,48.8104681,7.8513622,43.42,183.37,58.69,0.00,6.00,2700,1,0
23940898,127,48.8104681,7.8513724,43.29,183.25,59.37,0.00,6.00,2700,1,0
23940899,128,48.8104681,7.8513827,43.23,183.18,59.16,0.00,6.00,2700,1,0
23940900,129,48.8104681,7.8513929,43.16,183.12,58.84,0.00,6.00,2700,1,0
23940938,130,48.8104681,7.8513929,43.10,183.05,60.49,0.00,6.00,2700,1,0
23940940,131,48.8104545,7.8514040,42.96,182.92,60.75,0.00,6.00,2700,1,0
23940977,132,48.8104545,7.8514142,42.89,182.85,59.54,0.00,6.00,2700,1,0
23940979,133,48.8104545,7.8514142,42.83,182.78,60.72,0.00,6.00,2700,1,0
23940980,134,48.8104545,7.8514245,42.76,182.71,60.05,0.00,6.00,2700,1,0
23941018,135,48.8104545,7.8514356,42.62,182.57,60.47,0.00,6.00,2700,1,0
23941020,136,48.8104545,7.8514458,42.55,182.51,59.24,0.00,6.00,2700,1,0
23941021,137,48.8104545,7.8514458,42.48,182.44,59.58,0.00,6.00,2700,1,0
23941058,138,48.8104545,7.8514561,42.42,182.37,59.57,0.00,6.00,2700,1,0
23941061,139,48.8104545,7.8514663,42.28,182.24,59.01,0.00,6.00,2700,1,0
23941098,140,48.8104681,7.8514774,42.21,182.17,61.23,0.00,6.00,2700,1,0
23941099,141,48.8104681,7.8514877,42.15,182.10,61.00,0.00,6.00,2700,1,0
23941100,142,48.8104681,7.8514877,42.08,182.03,60.43,0.00,6.00,2700,1,0
23941139,143,48.8104545,7.8515090,41.95,181.91,59.59,0.00,6.00,2700,1,0
23941141,144,48.8104545,7.8515090,41.89,181.84,59.99,0.00,6.00,2700,1,0
23941178,145,48.8104408,7.8515193,41.82,181.78,59.99,0.00,6.00,2700,1,0
23941179,146,48.8104408,7.8515193,41.76,181.71,60.63,0.00,6.00,2700,1,0
23941182,147,48.8104408,7.8515398,41.63,181.59,60.53,0.00,6.00,2700,1,0
23941219,148,48.8104408,7.8515398,41.57,181.52,59.40,0.00,6.00,2700,1,0
23941220,149,48.8104408,7.8515508,41.51,181.46,59.68,0.00,6.00,2700,1,0
23941221,150,48.8104408,7.8515560,41.45,181.40,60.47,0.00,6.00,2700,1,0
23941260,151,48.8104408,7.8515671,41.33,181.28,61.39,0.00,6.00,2700,1,0
23941262,152,48.8104408,7.8515765,41.27,181.22,61.20,0.00,6.00,2700,1,0
23941299,153,48.8104408,7.8515765,41.21,181.16,61.43,0.00,6.00,2700,1,0
23941300,154,48.8104408,7.8515876,41.15,181.11,61.43,0.00,6.00,2700,1,0
23941339,155,48.8104408,7.8515978,41.04,180.99,60.27,0.00,6.00,2700,1,0
23941340,156,48.8104408,7.8516081,40.98,180.94,59.76,0.00,6.00,2700,1,0
23941341,157,48.8104408,7.8516192,40.93,180.88,59.91,0.00,6.00,2700,1,0
23941379,158,48.8104408,7.8516192,40.88,180.83,60.98,0.00,6.00,2700,1,0
23941381,159,48.8104408,7.8516396,40.77,180.72,62.23,0.00,6.00,2700,1,0
23941382,160,48.8104408,7.8516396,40.72,180.67,60.10,0.00,6.00,2700,1,0
23941420,161,48.8104408,7.8516507,40.66,180.62,62.59,0.00,6.00,2700,1,0
23941421,162,48.8104408,7.8516610,40.61,180.56,61.05,0.00,6.00,2700,1,0
23941460,163,48.8104408,7.8516712,40.51,180.46,61.46,0.00,6.00,2700,1,0
23941461,164,48.8104408,7.8516815,40.46,180.41,61.89,0.00,6.00,2700,1,0
23941462,165,48.8104408,7.8516926,40.41,180.36,62.13,0.00,6.00,2700,1,0
23941500,166,48.8104408,7.8516926,40.36,180.31,60.17,0.00,6.00,2700,1,0
23941502,167,48.8104408,7.8517131,40.25,180.21,61.04,0.00,6.00,2700,1,0
23941540,168,48.8104408,7.8517242,40.21,180.16,60.57,0.00,6.00,2700,1,0
23941541,169,48.8104408,7.8517242,40.16,180.11,61.69,0.00,6.00,2700,1,0
23941542,170,48.8104408,7.8517344,40.11,180.06,63.19,0.00,6.00,2700,1,0
23941581,171,48.8104408,7.8517447,40.00,179.96,60.87,0.00,6.00,2700,1,0
23941582,172,48.8104408,7.8517549,39.96,179.91,61.99,0.00,6.00,2700,1,0
23941583,173,48.8104408,7.8517651,39.91,179.86,60.47,0.00,6.00,2700,1,0
23941621,174,48.8104408,7.8517754,39.86,179.81,62.93,0.00,6.00,2700,1,0
23941623,175,48.8104408,7.8517865,39.76,179.71,62.31,0.00,6.00,2700,1,0
23941661,176,48.8104408,7.8517967,39.71,179.66,63.10,0.00,6.00,2700,1,0
23947888,177,48.8102905,7.8518941,44.99,184.94,59.64,0.00,6.00,2700,1,0
23947889,178,48.8102905,7.8518941,44.93,184.89,58.82,0.00,6.00,2700,1,0
23947927,179,48.8103042,7.8518830,44.88,184.83,60.37,0.00,6.00,2700,1,0
23947928,180,48.8103042,7.8518830,44.82,184.77,59.56,0.00,6.00,2700,1,0
23947966,181,48.8103179,7.8518727,44.71,184.66,58.60,0.00,6.00,2700,1,0
23947968,182,48.8103179,7.8518625,44.65,184.60,59.48,0.00,6.00,2700,1,0
23947968,183,48.8103179,7.8518625,44.59,184.54,59.68,0.00,6.00,2700,1,0
23947969,184,48.8103315,7.8518625,44.53,184.48,59.15,0.00,6.00,2700,1,0
23948009,185,48.8103315,7.8518514,44.41,184.36,60.08,0.00,6.00,2700,1,0
23948010,186,48.8103452,7.8518411,44.35,184.30,61.46,0.00,6.00,2700,1,0
23948047,187,48.8103452,7.8518411,44.29,184.24,61.71,0.00,6.00,2700,1,0
23948048,188,48.8103452,7.8518309,44.23,184.18,59.39,0.00,6.00,2700,1,0
23948087,189,48.8103588,7.8518300,44.10,184.06,60.00,0.00,6.00,2700,1,0
23948089,190,48.8103588,7.8518198,44.04,184.00,59.39,0.00,6.00,2700,1,0
23948090,191,48.8103725,7.8518198,43.98,183.94,62.00,0.00,6.00,2700,1,0
23948127,192,48.8103725,7.8518087,43.93,183.88,59.78,0.00,6.00,2700,1,0
23948130,193,48.8103862,7.8517984,43.82,183.77,61.76,0.00,6.00,2700,1,0
23948131,194,48.8103862,7.8517984,43.76,183.71,61.86,0.00,6.00,2700,1,0
23948168,195,48.8103862,7.8517873,43.71,183.66,62.07,0.00,6.00,2700,1,0
23948170,196,48.8103862,7.8517873,43.65,183.61,59.66,0.00,6.00,2700,1,0
23948208,197,48.8103998,7.8517771,43.55,183.50,60.07,0.00,6.00,2700,1,0
23948209,198,48.8103998,7.8517669,43.50,183.45,61.34,0.00,6.00,2700,1,0
23948210,199,48.8104135,7.8517660,43.44,183.40,60.97,0.00,6.00,2700,1,0
23948248,200,48.8104135,7.8517558,43.39,183.34,62.45,0.00,6.00,2700,1,0
23948249,201,48.8104135,7.8517455,43.28,183.24,59.49,0.00,6.00,2700,1,0
23948288,202,48.8104271,7.8517447,43.23,183.18,61.07,0.00,6.00,2700,1,0
23948289,203,48.8104271,7.8517344,43.17,183.12,60.61,0.00,6.00,2700,1,0
23948290,204,48.8104271,7.8517344,43.12,183.07,61.97,0.00,6.00,2700,1,0
23948329,205,48.8104408,7.8517242,43.00,182.96,62.22,0.00,6.00,2700,1,0
23948330,206,48.8104408,7.8517131,42.95,182.90,59.93,0.00,6.00,2700,1,0
23948331,207,48.8104408,7.8517131,42.89,182.84,61.19,0.00,6.00,2700,1,0
23948369,208,48.8104545,7.8517131,42.83,182.78,61.53,0.00,6.00,2700,1,0
23948371,209,48.8104545,7.8517020,42.72,182.67,60.32,0.00,6.00,2700,1,0
23948409,210,48.8104681,7.8516917,42.66,182.61,62.04,0.00,6.00,2700,1,0
23948410,211,48.8104681,7.8516917,42.61,182.56,62.86,0.00,6.00,2700,1,0
23948411,212,48.8104681,7.8516815,42.55,182.50,59.95,0.00,6.00,2700,1,0
23948450,213,48.8104818,7.8516704,42.44,182.39,60.97,0.00,6.00,2700,1,0
23948451,214,48.8104818,7.8516704,42.38,182.33,60.63,0.00,6.00,2700,1,0
23948488,215,48.8104818,7.8516601,42.32,182.28,61.70,0.00,6.00,2700,1,0
# interim valid=1 lat=48.8106557 lon=7.8518756 agl=41.12 conf=0.488 used=215/215
23962148,216,48.8108233,7.8522023,50.64,190.59,60.19,0.00,6.00,2700,1,0
23962149,217,48.8108233,7.8522023,50.58,190.53,59.53,0.00,6.00,2700,1,0
23962188,218,48.8108233,7.8521912,50.40,190.35,60.59,0.00,6.00,2700,1,0
23962189,219,48.8108233,7.8521912,50.27,190.22,60.79,0.00,6.00,2700,1,0
23962228,220,48.8108096,7.8521912,49.93,189.88,60.13,0.00,6.00,2700,1,0
23962230,221,48.8108096,7.8521809,49.50,189.45,60.60,0.00,6.00,2700,1,0
23962231,222,48.8108096,7.8521809,49.26,189.21,58.57,0.00,6.00,2700,1,0
23962270,223,48.8108096,7.8521707,48.73,188.69,59.08,0.00,6.00,2700,1,0
23962309,224,48.8108096,7.8521707,48.17,188.12,61.00,0.00,6.00,2700,1,0
23962310,225,48.8108096,7.8521707,47.88,187.84,60.06,0.00,6.00,2700,1,0
23962349,226,48.8107960,7.8521604,47.29,187.25,60.66,0.00,6.00,2700,1,0
23962351,227,48.8107960,7.8521493,46.71,186.66,60.08,0.00,6.00,2700,1,0
23962389,228,48.8107960,7.8521493,46.41,186.37,59.43,0.00,6.00,2700,1,0
23962391,229,48.8107960,7.8521493,45.83,185.78,60.64,0.00,6.00,2700,1,0
23962430,230,48.8107823,7.8521400,45.29,185.24,60.54,0.00,6.00,2700,1,0
23962431,231,48.8107823,7.8521297,45.04,184.99,59.69,0.00,6.00,2700,1,0
23962470,232,48.8107823,7.8521297,44.62,184.57,59.58,0.00,6.00,2700,1,0
23962472,233,48.8107686,7.8521195,44.30,184.25,61.50,0.00,6.00,2700,1,0
23962510,234,48.8107686,7.8521195,44.18,184.13,60.07,0.00,6.00,2700,1,0
23962512,235,48.8107686,7.8521084,44.01,183.96,59.63,0.00,6.00,2700,1,0
23962551,236,48.8107413,7.8520990,43.92,183.87,60.36,0.00,6.00,2700,1,0
23962552,237,48.8107413,7.8520990,43.89,183.85,61.45,0.00,6.00,2700,1,0
23962591,238,48.8107413,7.8520879,43.88,183.83,61.10,0.00,6.00,2700,1,0
23962593,239,48.8107413,7.8520776,43.89,183.84,62.69,0.00,6.00,2700,1,0
23962631,240,48.8107413,7.8520776,43.90,183.85,61.50,0.00,6.00,2700,1,0
23962633,241,48.8107413,7.8520674,43.93,183.88,61.25,0.00,6.00,2700,1,0
23962672,242,48.8107140,7.8520571,43.97,183.92,60.31,0.00,6.00,2700,1,0
23962673,243,48.8107140,7.8520571,43.99,183.94,62.11,0.00,6.00,2700,1,0
23962712,244,48.8107140,7.8520469,44.04,183.99,61.04,0.00,6.00,2700,1,0
23962750,245,48.8107003,7.8520477,44.09,184.04,62.65,0.00,6.00,2700,1,0
23962752,246,48.8107003,7.8520366,44.11,184.06,60.75,0.00,6.00,2700,1,0
23962790,247,48.8107003,7.8520366,44.18,184.13,62.81,0.00,6.00,2700,1,0
23962793,248,48.8107003,7.8520264,44.25,184.20,60.66,0.00,6.00,2700,1,0
23962794,249,48.8107003,7.8520264,44.29,184.24,63.12,0.00,6.00,2700,1,0
