t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
5644105,1,48.8093070,7.8572148,60.99,200.94,41.06,0.00,6.00,2700,1,0
5644107,2,48.8093070,7.8572353,61.20,201.15,41.40,0.00,6.00,2700,1,0
5644146,3,48.8093070,7.8572566,61.51,201.47,41.31,0.00,6.00,2700,1,0
5644185,4,48.8092933,7.8572771,61.72,201.67,43.12,0.00,6.00,2700,1,0
5644225,5,48.8092933,7.8572985,61.97,201.93,41.20,0.00,6.00,2700,1,0
5644264,6,48.8092797,7.8573096,62.09,202.04,42.68,0.00,6.00,2700,1,0
5644304,7,48.8092797,7.8573300,62.16,202.12,42.33,0.00,6.00,2700,1,0
5644306,8,48.8092797,7.8573514,62.14,202.09,42.89,0.00,6.00,2700,1,0
5644345,9,48.8092660,7.8573727,62.02,201.97,43.07,0.00,6.00,2700,1,0
5644384,10,48.8092523,7.8573830,61.88,201.83,42.42,0.00,6.00,2700,1,0
5644424,11,48.8092523,7.8574043,61.62,201.57,43.26,0.00,6.00,2700,1,0
5644425,12,48.8092387,7.8574154,61.43,201.38,42.80,0.00,6.00,2700,1,0
5644465,13,48.8092250,7.8574359,61.15,201.10,43.17,0.00,6.00,2700,1,0
5644504,14,48.8092250,7.8574470,61.00,200.95,40.55,0.00,6.00,2700,1,0
5644545,15,48.8092114,7.8574581,60.82,200.77,42.19,0.00,6.00,2700,1,0
5644545,16,48.8091977,7.8574684,60.75,200.70,42.78,0.00,6.00,2700,1,0
5644585,17,48.8091840,7.8574786,60.69,200.64,41.76,0.00,6.00,2700,1,0
5644625,18,48.8091704,7.8574795,60.67,200.62,42.27,0.00,6.00,2700,1,0
5644665,19,48.8091431,7.8574795,60.66,200.61,41.54,0.00,6.00,2700,1,0
5644666,20,48.8091431,7.8574803,60.65,200.60,41.43,0.00,6.00,2700,1,0
5644707,21,48.8091294,7.8574803,60.62,200.57,43.17,0.00,6.00,2700,1,0
5644745,22,48.8091021,7.8574803,60.59,200.54,41.27,0.00,6.00,2700,1,0
5644786,23,48.8091021,7.8574803,60.53,200.49,43.18,0.00,6.00,2700,1,0
5644825,24,48.8090884,7.8574709,60.48,200.44,41.16,0.00,6.00,2700,1,0
5644865,25,48.8090748,7.8574607,60.40,200.35,42.39,0.00,6.00,2700,1,0
5644866,26,48.8090611,7.8574607,60.34,200.30,40.71,0.00,6.00,2700,1,0
5644906,27,48.8090474,7.8574402,60.27,200.22,40.27,0.00,6.00,2700,1,0
5644946,28,48.8090474,7.8574299,60.22,200.17,42.66,0.00,6.00,2700,1,0
5644985,29,48.8090338,7.8574197,60.16,200.11,40.72,0.00,6.00,2700,1,0
5644986,30,48.8090201,7.8574094,60.12,200.07,41.56,0.00,6.00,2700,1,0
