t_ms,shot,lat_deg,lon_deg,agl_m,alt_m,level_db,trend_db,contrast_db,freq_hz,alarm,clip
8969247,1,48.8102086,7.8522467,30.46,170.42,57.60,0.00,6.00,2700,1,0
8969285,2,48.8102086,7.8522364,30.41,170.37,58.05,0.00,6.00,2700,1,0
8969286,3,48.8102086,7.8522262,30.30,170.26,58.07,0.00,6.00,2700,1,0
8969326,4,48.8102222,7.8522262,30.20,170.15,60.03,0.00,6.00,2700,1,0
8969327,5,48.8102222,7.8522151,30.14,170.10,58.22,0.00,6.00,2700,1,0
8969366,6,48.8102359,7.8522048,30.04,169.99,59.92,0.00,6.00,2700,1,0
8969367,7,48.8102359,7.8522048,29.93,169.88,59.60,0.00,6.00,2700,1,0
8969406,8,48.8102359,7.8521937,29.87,169.82,60.28,0.00,6.00,2700,1,0
8969408,9,48.8102496,7.8521835,29.76,169.72,60.69,0.00,6.00,2700,1,0
8969447,10,48.8102496,7.8521835,29.65,169.60,60.07,0.00,6.00,2700,1,0
8969448,11,48.8102632,7.8521724,29.60,169.55,61.13,0.00,6.00,2700,1,0
8969486,12,48.8102632,7.8521724,29.48,169.44,60.71,0.00,6.00,2700,1,0
8969525,13,48.8102769,7.8521613,29.37,169.32,61.31,0.00,6.00,2700,1,0
8969526,14,48.8102769,7.8521511,29.32,169.27,58.80,0.00,6.00,2700,1,0
8969565,15,48.8102905,7.8521511,29.20,169.16,60.57,0.00,6.00,2700,1,0
8969566,16,48.8102905,7.8521408,29.09,169.04,61.28,0.00,6.00,2700,1,0
8969566,17,48.8102905,7.8521408,29.03,168.98,60.29,0.00,6.00,2700,1,0
8969606,18,48.8103042,7.8521297,28.92,168.87,61.02,0.00,6.00,2700,1,0
8969646,19,48.8103042,7.8521195,28.80,168.75,60.40,0.00,6.00,2700,1,0
8969646,20,48.8103179,7.8521186,28.74,168.70,60.42,0.00,6.00,2700,1,0
8969686,21,48.8103179,7.8521084,28.63,168.58,62.27,0.00,6.00,2700,1,0
8969686,22,48.8103315,7.8520981,28.51,168.46,60.59,0.00,6.00,2700,1,0
8969726,23,48.8103315,7.8520981,28.45,168.41,62.51,0.00,6.00,2700,1,0
8969726,24,48.8103452,7.8520870,28.34,168.29,60.70,0.00,6.00,2700,1,0
8969766,25,48.8103452,7.8520870,28.23,168.18,61.93,0.00,6.00,2700,1,0
8969766,26,48.8103588,7.8520759,28.17,168.12,60.47,0.00,6.00,2700,1,0
8969806,27,48.8103588,7.8520759,28.06,168.01,60.03,0.00,6.00,2700,1,0
8969807,28,48.8103725,7.8520657,27.95,167.90,62.61,0.00,6.00,2700,1,0
8969846,29,48.8103725,7.8520657,27.89,167.84,60.67,0.00,6.00,2700,1,0
8969847,30,48.8103725,7.8520554,27.78,167.73,61.63,0.00,6.00,2700,1,0
8969887,31,48.8103862,7.8520443,27.67,167.62,61.16,0.00,6.00,2700,1,0
8969887,32,48.8103862,7.8520443,27.62,167.57,61.17,0.00,6.00,2700,1,0
8969927,33,48.8103998,7.8520332,27.51,167.46,61.26,0.00,6.00,2700,1,0
8969966,34,48.8104135,7.8520332,27.40,167.35,63.33,0.00,6.00,2700,1,0
8969966,35,48.8104135,7.8520332,27.35,167.30,62.72,0.00,6.00,2700,1,0
